"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Type of Art","Year Produced","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"NERC","NE/S008926/1","Research Grant","Artistic and Creative Products","Newcastle University","Geography Politics and Sociology","Large","Andrew","","Koyra and Shyamnagar - community films (Theochairs)","The CDST workshops (see engagement activities for more information) in Koyra and Shyamnagar, Bangladesh, led to the production of 16 short films (2-5 minutes) raising awareness about the various socioecological challenges faced by indigenous delta communities in the Sundarbans. The films explored the following topics: 
1. Environmental migration 
2. Tiger Widows 
3. Endangered indigenous identities 
4. Working conditions and health hazards of female farmers 
5. Child Marriage 
6. Girls' education 
7. Salinity of river water and soil 
8. Resilience and adaptation to climate crisis 
9. Delta livelihoods and struggles 
10. Food shortage and nutritional challenges 
11. Mangroves and deforestation 
12. Gender roles in the Munda community","Film/Video/Animation","2021","This work is ongoing - impacts and more information will be provided in future submissions.","https://en.prothomalo.com/youth/ethnic-munda-community-learn-smartphone-filmmaking","622f32e62ac874.68665180","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=622f32e62ac874.68665180&grantRef=NE%2FS008926%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S008926/1","4DA40D6F-0474-4FE9-B96C-8EF2C3158362","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","6BF200ED-3EB4-4E7A-9209-B2D9DA4F8C13"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","#Microplastics: Scientific Methods for Measuring Pollution Levels","The GRTA Microplastics subproject team and project investigator Dr Andrew Mayes are featured and collaborated in the making of a video made by UEA's Dr Christine Cornea and Alexandra Smith. This informative animation explains the special analytical method that scientists have developed for measuring microplastics and testing levels of #waterpollution.","Film/Video/Animation","2022","The film itself an interdisciplinary endeavour between filmmaker academics at UEA, as well as with the chemistry staff from UEA and its international partners. On 24th February 2022, it had 271 impressions and 53 views on the Malaysian Microplastic Network YouTube Channel. It has been shared on social media outlets and uploaded to the GRTA subproject page on the University of East Anglia website. It has also received attention to be featured as part of an environmental film festival later in this year. Moreover, it will act as a resource that can be used for the future of the Malaysian Microplastic Network to showcase the research and describe the research method developed.","https://www.youtube.com/watch?v=KLqV0FC48_U","6218044ca46b53.45810105","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=6218044ca46b53.45810105&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"BBSRC","BB/N002024/1","Research Grant","Artistic and Creative Products","University of East Anglia","Biological Sciences","Brearley","Charles","http://orcid.org/0000-0001-6179-9109","Feeding Animals Sustainably","An infographic comparing the feed efficiency (Feed Conversion Ratio) of different animal production systems that do or do not use phytase adjuncts","Artefact (including digital)","2016","not known","https://www.uea.ac.uk/research/explore-uea-research/feeding-animals-sustainably","58bdd8a9950227.50495331","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=58bdd8a9950227.50495331&grantRef=BB%2FN002024%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N002024/1","988C9B83-B7E2-4DE0-BDC7-6882381D4B17","2512EF1C-401B-4222-9869-A770D4C5FAC7","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","74A21F32-7188-4598-AD31-D6C7B0C8F36C"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","Sustainable Food Systems: 'Tiril Bili - Local fruits' video","On 14.06.2020, the Lahanti Club, a group of volunteers, posted a video on Youtube for the Sustainable Food Systems sub-project. The video shows local communities in India foraging for 'Tiril Bili' (Dyospyros melanoxylon Roxb). The video shows the method this fruit is foraged, it also lists the micronutrient content and properties. The video was created with camera equipment funded by the GRTA GCRF project and with training provided by UEA Christine Cornea and Alex Smith.","Film/Video/Animation","2020","The video has been viewed 476 times on YouTube and has been shared on social media outlets.
Not aware of other impacts.","https://www.youtube.com/watch?v=vnBbuasnfsU&t=1s","603920feb10949.65013090","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=603920feb10949.65013090&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","Sustainable Food Systems: 'Aat Aser || Food from Forest' video","On 20.08.2020, Pradan through the Lahanti Club volunteers group posted a video on their YouTube channel created by UEA Christine Cornea and Alexandra Smith with footage taken during their trip to India. Wild yams (Discorea Villosa) make a significant contribution in the diets of the tribal people in India. The tubers were found with high amount protein, a good portion of essential amino acids and appeared as a fairly good source of many dietary minerals. However, their wider utilization regarding the chemical and nutritional content of wild tuber is meagre. The reasons for the limited use of wild yam (Discorea villosa) include unpalatable bitter taste and high post-harvest hardening of the tubers.","Film/Video/Animation","2020","The video has been viewed 217 times on YouTube and has been shared on social media outlets.
Not aware of other impacts.","https://www.youtube.com/watch?v=nPe-IJmiYVk&ab_channel=LahantiClub","60392a4423e8e0.70175430","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=60392a4423e8e0.70175430&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","Sustainable Food Systems: 'Heshak Ara'- Foraging Food item - video","On 11.04.2020, the Lahanti Club, a youth club composed of volunteers, created a new video for Sustainable Food Systems sub-project. 'Heshak Ara' or 'Peeple Saag' is a healthy and free food source. In the times of lock-down such practices are crucial. This is one of the many uncultivated food items that is part of local knowledge system and practice. Videos were created with equipment funded by GCRF GRTA project and training given by UEA Christine Cornea and Alex Smith.","Film/Video/Animation","2020","The video has been viewed 557 times on YouTube and has been shared on social media outlets.
Not aware of other impacts.","https://www.youtube.com/watch?v=Ueza_qXvwxQ","60391e9d4c64d2.00029337","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=60391e9d4c64d2.00029337&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","Sustainable Food Systems: 'Goddo Phasi | Indigenous Rat Trap' video","On 15.08.2020, the Lahanti Club, a group of volunteers, posted a video on Youtube for the Sustainable Food Systems sub-project. Rats (Bandicota Indica) are the major pest of the farm. They spoil food grains both in the field and storage, especially in the time of broadcasting paddy in nursery bed, rats destroy the seeds in field. Santhali people have been using the indigenous rat trap for a long time for controlling this particular pest. These tribal rat traps work using a very simple physics principle of elasticity and liver mechanism. They are made with ready available material.Usually they are composed of a bamboo-weaved cone, some metal sticks of an umbrella and few pieces of wire. The trap is developed according to the food behavior of the rat, so that the rat is attracted to the food in the trap and gets trapped inside. The video was created with camera equipment funded by the GRTA GCRF project and with training provided by UEA Christine Cornea and Alex Smith.","Film/Video/Animation","2020","The video has been viewed 239 times on YouTube and has been shared on social media outlets.
Not aware of other impacts.","https://www.youtube.com/watch?v=JVvOABH5mTg&ab_channel=LahantiClub","603929d06a5bc5.85989243","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=603929d06a5bc5.85989243&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"AHRC","AH/L013177/1","Research Grant","Artistic and Creative Products","Keele University","Faculty of Humanities & Social Sciences","Kelemen","Mihaela","","Voices from below: sustainable artizanal mining in Kenya exhibition","Co-curated by Nottingham University Business School and the award-winning New Vic Borderlines, this exhibition brings to life stories, knowledge and artefacts co-created by miners and stakeholders via cultural animation workshops aimed at co-producing sustainable mining futures in Taita Taveta. Displayed on Jubilee campus, Nottingham University from February 24-march 6th, 2020","Artistic/Creative Exhibition","2020","The exhibition seeks to challenge public understandings of what counts as sustainable mining in the context of economic and social deprivation.",,"5e4283d3cf8579.19769081","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5e4283d3cf8579.19769081&grantRef=AH%2FL013177%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/L013177/1","2F3D4DC6-4E29-45C6-9E90-9DE02C48B0C1","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","FC59975E-26E8-4A62-ABD8-A570DC6ABF06","0F4B1790-AB39-4624-9B4B-FF95783A4FF8"
"ESRC","ES/S008160/1","Research Grant","Artistic and Creative Products","World Conservation Monitoring Ctr WCMC","Science Unit","Burgess","Neil","http://orcid.org/0000-0003-2291-4535","TRADE Hub's focus on sustainable cocoa supply chains","TRADE Hub's focus on sustainable cocoa supply chains","Film/Video/Animation","2021","The video actually describes to make cocoa trade more sustainable.","https://www.youtube.com/watch?v=hgKLx2KOUDk","6230b532040c80.96092727","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=6230b532040c80.96092727&grantRef=ES%2FS008160%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/S008160/1","D18DFBAF-49DE-4450-BBAB-8944BB4486C8","924BE15C-91F2-4AAD-941A-3F338324B6AE","A6506354-2A10-47E9-B0DF-5AC4EDDD4C97","CD0A92C9-887B-4968-AA9E-B62C4DBFE28D"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","sustainable Food System: Banwar Peetha || Santhali recipe || PRADAN CHIRAG Film","On 8.04.2021, the Lahanti Club published a video for the sustainable food system series. The video shows children hunting 'banwar', a species of rat that nests on trees. The video shows how to cook them, with children narrating that these rats are full of protein. The children also make a peetha, a type of bread they use to eat the banwar with. The CHIRAG project is working with communities in India, especially women's and youth groups, to generate knowledge on food choices and technologies, diet and consumption practices, and their relationship to health and nutrition outcomes. The video was also submitted to the Youth Alliance for World Hunger call for food films, which will feed into the World Food Summit","Film/Video/Animation","2021","no notable impacts. The video was viewed 281 times on YouTube.","https://www.youtube.com/watch?v=Kt8cHbpyick","6089565a9ce2c2.08580896","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=6089565a9ce2c2.08580896&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","Sustainable Food Systems: 'Lowa Billi - Forage food' video","On 10.05.2020, the Lahanti Club, a group of volunteers, posted a video on Youtube for the Sustainable Food Systems sub-project. The video shows members of the Santhal Community foraging for 'Lowa Billi' (Ficus racemosa). The video shows the method this fruit is foraged, it also lists the micronutrient content and the way it can be cooked. The video was created with camera equipment funded by the GRTA GCRF project and with training provided by UEA Christine Cornea and Alex Smith.","Film/Video/Animation","2020","The video has been viewed 377 times on YouTube and has been shared on social media outlets.
Not aware of other impacts.","https://www.youtube.com/watch?v=UuuOO08mqUk&ab_channel=LahantiClub","60391f0ef35ce9.77224595","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=60391f0ef35ce9.77224595&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","Sustainable Food Systems - 'Patra Hako - Santhali Dish' - video","On 26.10.2020, the Lahanti club posted a video on their YouTube channel for the Sustainable Food Systems sub-project. This is an another video on unique Santhali style of cooking fish in our series on sustainable food system represents the rich food diversity present in local community settings which much be preserved and promoted as part of food literacy. The video was created with camera equipment funded by the GRTA GCRF project and with training provided by UEA Christine Cornea and Alex Smith.","Film/Video/Animation","2020","The video has been viewed 119 times on YouTube and has been shared on social media outlets.
Not aware of other impacts.","https://www.youtube.com/watch?v=uBnfW-R6aVg&t=102s&ab_channel=LahantiClub26%2F10","603930bc07c805.52906531","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=603930bc07c805.52906531&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"EPSRC","EP/K021737/1","Research Grant","Artistic and Creative Products","Newcastle University","Civil Engineering and Geosciences","Werner","David","","Webinar on Sustainable Water Use in the Built Environment","Online lecture summarizing Newcastle University research on sustainable water use in the built environment and various methods to reduce the institutional water demand.","Film/Video/Animation","2018","Currently has 294 views","https://www.youtube.com/watch?v=AgeNox1IM8w","5c668e78e994b8.43147434","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5c668e78e994b8.43147434&grantRef=EP%2FK021737%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K021737/1","1DED08D7-A6DB-4D52-B5A4-2D32017113D6","798CB33D-C79E-4578-83F2-72606407192C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","8795BA13-3923-49C3-9333-05E6A7E3AA45"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","Sustainable Food Systems: 'Khadang Jono | Handmade Broom' - video","On 13.09.2020, the Lahanti Club added a new video to their YouTube Channel for the GRTA sub-project Sustainable Food Systems. Santhali people are very artistic in nature and know how to use the Bio diversified nature for their daily survival. Khadang Jono is a hand made broom, which is made of a type of grass called 'Khadang'. This specific grass is available during the period of July to December. Santhali people knit Khadang Jono for their own domestic use and as well as for market also. Knitting broom is one of the livelihood activity of them. The video was created with camera equipment funded by the GRTA GCRF project and with training provided by UEA Christine Cornea and Alex Smith.","Film/Video/Animation","2020","The video has been viewed 160 times on YouTube and has been shared on social media outlets.
Not aware of other impacts.","https://m.youtube.com/watch?v=-4k4PMC8Kvc","60392d47c16b16.81187141","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=60392d47c16b16.81187141&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","Sustainable Food Systems: 'DUL PEETHA | Sacred Recipe Of Santhals' - video","On 11.09.2020, the Lahanti Club added a new video to their YouTube Channel for the GRTA sub-project Sustainable Food Systems. Dul Peetha is a Sacred Santhali Dish made of the Milk and All Purpose Flour. Usually Santhali people make this during the festival of Sohrai and Fagua and use this during their rituals. The video was created with camera equipment funded by the GRTA GCRF project and with training provided by UEA Christine Cornea and Alex Smith.","Film/Video/Animation","2020","The video has been viewed 144 times on YouTube and has been shared on social media outlets.
Not aware of other impacts.","https://www.youtube.com/watch?app=desktop&v=JCjwHXO-VkI&t=1s&ab_channel=LahantiClub","60392cd785f0f4.40834207","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=60392cd785f0f4.40834207&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","Sustainable Food Systems: 'Haat Baha - Food, medicine and more!' video","On 31.05.2020, the Lahanti Club, a group of volunteers, posted a video on Youtube for the Sustainable Food Systems sub-project. The video shows local communities in India foraging for 'Haat Baha' (Holarrhena pubescens). The video shows the method this fruit is foraged, it also lists the micronutrient content and properties. The video was created with camera equipment funded by the GRTA GCRF project and with training provided by UEA Christine Cornea and Alex Smith.","Film/Video/Animation","2020","The video has been viewed 457 times on YouTube and has been shared on social media outlets.
Not aware of other impacts.","https://www.youtube.com/watch?v=tyv0cHWnang&t=2s","60391fbb6aedf5.48153422","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=60391fbb6aedf5.48153422&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","Sustainable Food Systems: Theatre Performance on Health and Nutrition","On the 23rd March 2021, we held a theatre performance on health and nutrition for the local communities in Chakai and Bihar (India). This was an awareness building event in the local hatia, and led by project partner Pradan.","Performance (Music, Dance, Drama, etc)","2021","Audience reported change in views, opinions and behaviours.",,"6222098b6b12d5.63949252","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=6222098b6b12d5.63949252&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"EPSRC","EP/T015411/1","Research Grant","Artistic and Creative Products","University of East Anglia","Norwich Business School","Lettice","Fiona","","Sustainable Food Systems: 'Bade Billi - Fruit of Banyan Tree' video","On 3.07.2020, the Lahanti Club, a group of volunteers, posted a video on Youtube for the Sustainable Food Systems sub-project. The video shows local communities in India foraging for 'Bade Billi'. The video shows the method this fruit is foraged, it also lists the micronutrient content and properties. The video was created with camera equipment funded by the GRTA GCRF project and with training provided by UEA Christine Cornea and Alex Smith.","Film/Video/Animation","2020","The video has been viewed 605 times on YouTube and has been shared on social media outlets.
Not aware of other impacts.","https://www.youtube.com/watch?v=7pdyohwE3NY","60392290b5f5b1.58988121","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=60392290b5f5b1.58988121&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"AHRC","AH/K006576/1","Research Grant","Artistic and Creative Products","Keele University","Research Institute for Social Sciences","Kelemen","Mihaela","","Voices from below: sustainable artizanal mining in Kenya exhibition","Co-curated by Nottingham University Business School and the award-winning New Vic Borderlines, this exhibition brings to life stories, knowledge and artefacts co-created by miners and stakeholders via cultural animation workshops aimed at co-producing sustainable mining futures in Taita Taveta. Displayed on Jubilee campus, Nottingham University from February 24-march 6th, 2020","Artistic/Creative Exhibition","2020","The exhibition seeks to challenge public understandings of what counts as sustainable mining in the context of economic and social deprivation.",,"5e4283d3cf8579.19769081","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5e4283d3cf8579.19769081&grantRef=AH%2FK006576%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/K006576/1","8CC5964E-0C1E-455B-B406-992FD487BBA9","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","FC59975E-26E8-4A62-ABD8-A570DC6ABF06","0F4B1790-AB39-4624-9B4B-FF95783A4FF8"
"NERC","NE/S008926/1","Research Grant","Artistic and Creative Products","Newcastle University","Geography Politics and Sociology","Large","Andrew","","Climate Change Emergency (COP26)","COP-26 exhibition 'Climate Change Emergency' featuring artist's documentary photography from Bitter-Sweet Tides. At various venues in Newcastle University and online presence, the exhibition coincided with COP-26 in Glasgow, visible to 1000s of students, staff and public and currently still on display.","Artistic/Creative Exhibition","2021","Increased awareness of the Indian Sundarbans and issues it is facing in light of Climate Change. Increased Awareness of Living Deltas work as a result.","https://twitter.com/livingdeltas/status/1446454029035393031","62307c1a2aae90.10300353","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=62307c1a2aae90.10300353&grantRef=NE%2FS008926%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S008926/1","4DA40D6F-0474-4FE9-B96C-8EF2C3158362","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","6BF200ED-3EB4-4E7A-9209-B2D9DA4F8C13"
"ESRC","ES/P006701/1","Research Grant","Artistic and Creative Products","University of Glasgow","School of Education","Perry","Mia","http://orcid.org/0000-0002-0886-7093","Sustainable Futures in Africa and the Arts in Malawi","A documentary made by Elson Kambalu illustrating an SFA event whereby artists, academics, and development workers came together to explore the possibilities of working across disciplinary and sector differences for common goals of sustainability.","Film/Video/Animation","2018","Currently, the main impact has been awareness across the Network of the development of work, practices, and projects relating the the arts.","https://www.youtube.com/watch?v=9UZad8ucmvQ&t=21s","5aa7d11dbd7ec6.23412818","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=artisticandcreativeproduct&outcomeId=5aa7d11dbd7ec6.23412818&grantRef=ES%2FP006701%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/P006701/1","47D7F3B1-3482-4019-8646-29DCBAA216A8","924BE15C-91F2-4AAD-941A-3F338324B6AE","AE58F21F-3622-4382-97BB-1359BD183E9F","FB916578-90C7-492C-B909-668CE0D73FEC"
