"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Type of Technology","Software Open Sourced?","Year Produced","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"EPSRC","EP/G055475/1","Research Grant","Software and Technical Products","STFC - Laboratories","Scientific Computing Department","Plummer","Martin","","UKRmol-in on Gitlab (previously CCPForge): the UK molecular R-matrix ab initio electron (positron) molecule collisions package (inner region codes).","A CCPForge website for the inner region molecular R-matrix (UKRmol) codes, including code repositories for developers and users, bug-tracking, forums and newsgroups, official releases etc. A major aim of UK-RAMP was to apply best practice methodology to the legacy and then-current UKRmol codes, set up the repository, create proper standard interfaces between modules etc, and establish a sustainable codebase for both users and developers. The basic DL work on UKRMol-in was to support this best-practice technical upgrade carried out at OU and UCL. Nb: R-matrix theory separates configuration space into two regions divided by a sphere. While the full mathematical solution of the Schrodinger equation is not affected by this division, computationally the inner and outer region codes are distinct and rely on separate methods with distinct opportunities for efficiency, parallelization, optimization etc.
The CCPForge site was established at the start of UK-RAMP and has grown significantly since.
Nb2: The user-release software is open source after (free) registration to the project on CCPForge, the project is moving to GNU public licensing.
From 2015 onwards, CCPQ core support (from DL) has been given in a project to extend the inner region basis sets to incorporate B-splines and use a more explicitly object-oriented approach to allow much more complexity in the target molecule descriptions.
Note added March 2019: Following the closure of CCPForge in December 2018, the UKRMol (now UKRMol+) packages may now be found on the UK-AMOR collaboration (EPSRC grant EP/R029342/1) Gitlab site: https://gitlab.com/Uk-amor .","Software","Yes","2009","The main scientific code developments and scientific outputs will be described in the UCL and OU UK-RAMP grant outputs (publications particularly relevant to DL are included in the 'publications' outputs. We note here that the main paper describing the project (Carr et al 2012) has so far been referenced 43 times as of February 2015.
The impacts have mainly been academic (with commercial use of UKRMol through the company Quantemol Ltd: see the UCL UK-RAMP outpus and the UK-RAMP case for support). The upgrading of the codebase is significant for future development of UKRMol (see the OU UK-RAMP outputs). 
One more general impact is that the CCPQ flagship project on Tensor Network Theory (TNT: http://ccpforge.cse.rl.ac.uk/gf/project/tntlibrary/) has fully embraced the 'best practice' outlook established for UKRMol and has developed substantially as a result. Other CCPQ projects have also taken on board these ideas. Added March 2018 (updated March 2019): further developments in UKRMol-in, now called UKRMol+, will be reported in the OU and UCL UK-RAMP outputs, the CCP Software Flagship Grant EP/P022146/1 (2017-2019) outputs, or the CCPQ Network (EP/M022544/2) and UK-AMOR HEC (EP/R029342/1) outputs as appropriate. One such notable development is the incorporation of molecular (UKRMol+) code into the laser atom (now molecule) RMT code.","https://gitlab.com/Uk-amor","545f843e82be00.83653794","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=545f843e82be00.83653794&grantRef=EP%2FG055475%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/G055475/1","1748B305-8407-46E2-BDE3-C51C34C34127","798CB33D-C79E-4578-83F2-72606407192C","A715CB4E-6888-4FE7-92F3-7C01A22A4C29","9BF3B0A2-A4C6-4BC5-AEFA-C04A1F24D3CF"
"EPSRC","EP/G055475/1","Research Grant","Software and Technical Products","STFC - Laboratories","Scientific Computing Department","Plummer","Martin","","UKRmol-out on Gitlab (previously CCPForge): the UK molecular R-matrix ab initio electron (positron) molecule collisions package (outer region codes).","A CCPForge website for the outer region molecular R-matrix (UKRmol) codes, including code repositories for developers and users, bug-tracking, forums and newsgroups, official releases etc. A major aim of UK-RAMP was to apply best practice methodology to the legacy and then-current UKRmol codes, set up the repository, create proper standard interfaces between modules etc, and establish a sustainable codebase for both users and developers. The basic DL work on UKRMol-out was to support this best-practice technical upgrade carried out at OU and UCL. Specific coding work was to adapt the atomic outer region package PFARM to be compatible with UKRMol-out: this is described in a separate software entry. In addition, the UK-RAMP work and expertise lead to further parallelization work of the UKRMol-out resonance-finding TIMEDEL module, funded by PRACE development effort.
 Nb: R-matrix theory separates configuration space into two regions divided by a sphere. While the full mathematical solution of the Schrodinger equation is not affected by this division, computationally the inner and outer region codes are distinct and rely on separate methods with distinct opportunities for efficiency, parallelization, optimization etc. 
The CCPForge site was established at the start of UK-RAMP and has grown significantly since.
Nb2: The user-release software is open source after (free) registration to the project on CCPForge, the project is moving to GNU public licensing.
Note added March 2019: Following the closure of CCPForge in December 2018, the UKRMol (now UKRMol+) packages may now be found on the UK-AMOR collaboration (EPSRC grant EP/R029342/1) Gitlab site: https://gitlab.com/Uk-amor .","Software","Yes","2009","The main scientific code developments and scientific outputs will be described in the UCL and OU UK-RAMP grant outputs (publications particularly relevant to DL are included in the 'publications' outputs. We note here that the main paper describing the project (Carr et al 2012) has so far been referenced 43 times as of February 2016.
The impacts have mainly been academic (with commercial use of UKRMol through the company Quantemol Ltd: see the UCL UK-RAMP outpus and the UK-RAMP case for support). The upgrading of the codebase is significant for future development of UKRMol (see the OU UK-RAMP outputs). 
One more general impact is that the CCPQ flagship project on Tensor Network Theory (TNT: http://ccpforge.cse.rl.ac.uk/gf/project/tntlibrary/) has fully embraced the 'best practice' outlook established for UKRMol and has developed substantially as a result. Other CCPQ projects have also taken on board these ideas. 
In addition, the UK-RAMP work and expertise lead to further parallelization work of the UKRMol-out resonance-finding TIMEDEL module, funded by PRACE development effort. A PRACE white paper on this is included in the publications list: further development has greatly extended the parallelism, with much wider applications, and a joint paper on the serial and parallel TIMEDEL module has been published in Computer Physics Communications in early 2017 (TIMEDEL works within UKRmol-out and as a standalone package).
Added March 2019: further developments in UKRMol-out will be reported in the OU and UCL UK-RAMP outputs, the CCP Software Flagship Grant EP/P022146/1 (2017-2019) outputs, or the CCPQ Network (EP/M022544/2) and UK-AMOR HEC (EP/R029342/1) outputs as appropriate.","https://gitlab.com/Uk-amor","545fe8638b9559.16961253","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=545fe8638b9559.16961253&grantRef=EP%2FG055475%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/G055475/1","1748B305-8407-46E2-BDE3-C51C34C34127","798CB33D-C79E-4578-83F2-72606407192C","A715CB4E-6888-4FE7-92F3-7C01A22A4C29","9BF3B0A2-A4C6-4BC5-AEFA-C04A1F24D3CF"
"EPSRC","EP/L024357/1","Research Grant","Software and Technical Products","University of Oxford","Mathematical Institute","Grindrod","Peter","","WP2bii(Layberry): Android-based energy and environmental monitors","The product involves a set of hardware which plugs into the microphone of any android phone and turns it into a web-enabled sensor. The microphone plug int consists of 1 or more environmental sensors (electricity, fuel flow, light levels, temperature etc) which returns the environmental data to the phone over the microphone jack where it is pre-processed, saved to sd card and sent over the internet for further archiving and display","Systems, Materials & Instrumental Engineering","","2014","The set of inventions has been passed to ISIS innovation, Oxford's technology transfer arm. It has been created into 3 projects (2 for hardware and 1 for software). ISIS has paid for 2 patent applications. We are testing the inventions with a number of partners/collaborators and are in talks with 1 company over potential licensing.",,"557fcbf56f0465.23246135","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=557fcbf56f0465.23246135&grantRef=EP%2FL024357%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/L024357/1","156CCBD5-E0A6-4E0E-ADCC-7D0877BA6A15","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","DEA6A7A2-E6E7-481F-B684-9DA17D000B2E"
"EPSRC","EP/K012479/1","Research Grant","Software and Technical Products","University of Nottingham","Horizon Digital Economy Research","Wagner","Christian","","Online data analysis tool based for environmental planning","A web-based tool was developed that enables the capture of qualitative and quantitative data and the generation of decision support outputs (e.g., sensitivity analyses) in the context of environmental management. The data analysis was/is used and evaluated by the project partners in Western Australia for real world use cases. 
Note: access to the tool is currently reserved to project members only.","Webtool/Application","","2013","The notable impacts resulting from the application of the software is the generation of real-world applicable decision support outputs which directly inform the current draft planning documents for a number of Western Australian recovery catchments.","http://ritweb.cloudapp.net:8080/ritweb_project/","54529cafe54088.49699624","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=54529cafe54088.49699624&grantRef=EP%2FK012479%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K012479/1","221E0A18-5B30-4BBD-80F2-B0EFB17CBC98","798CB33D-C79E-4578-83F2-72606407192C","936D002F-A8D1-4A93-AE5D-825ED0903D8D","AFE9A5F7-B3F5-48AA-899A-E7CD5FE4A1BF"
"EPSRC","EP/P510336/1","Research Grant","Software and Technical Products","Cranfield University","School of Water, Energy and Environment","Wagland","Stuart Thomas","","Aspen Plus","Aspen Plus is a software used for the design, operation, and optimization of chemical processes. It provides a wide array of tools to construct and optimize process models including physical properties, ability to handle solid, liquid, and gas processes, advanced electrolytes and equation oriented (E/O) modelling mode.
Aspen Plus has the world's most extensive property database and handles solid, fluid and gas phase processes -making it one of the best choices for chemicals, polymers, specialty chemicals, pharmaceuticals and biotech, biofuels, power, carbon capture, minerals, metals and mining.","Software","","2017","The extensive database of Aspen Plus as regards to the properties of the substances,as well as the wide choice of simulation elements in its library to mimic the different steps that take place in any chemical process (for mass and energy aspects), made easy its selection for the development of the simulation model for pyrolysis.",,"58c1811777b560.45048969","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=58c1811777b560.45048969&grantRef=EP%2FP510336%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P510336/1","5E07C22B-A7CB-44B6-85A2-A678B421357C","798CB33D-C79E-4578-83F2-72606407192C","F45A4578-F962-4EFA-9CC1-9F2FF4F760AE","2921A6D1-1B34-4E84-B14E-4ADC70614334"
"STFC","ST/R002673/1","Research Grant","Software and Technical Products","Liverpool John Moores University","Astrophysics Research Institute","Longmore","Steven","http://orcid.org/0000-0001-6353-0170","ConservationAI","Conservation AI aims to harness machine learning for various conservation projects. At present we focus on detecting and classifying animals, humans, and man-made objects indicative of poaching (e.g. cars, fires). We focus work with images from visual spectrum and thermal infrared cameras that are used on drones or in camera traps. The aim is to provide a user-friendly workflow that can allow for near-real time detection/classification and non-real time detection/classification.","Webtool/Application","","2019","As of 21/9/20 we are supporting 61 users from 8 conservation projects across 4 different ecosystem types. The website has processed &gt;35k images and detected over 100k objects.","https://www.conservationai.co.uk/","6022c931491f04.53973348","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=6022c931491f04.53973348&grantRef=ST%2FR002673%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/R002673/1","BF9A7540-E2A0-4586-BFE5-ADD75F14445E","D7F4F462-0518-4784-908A-D12633C139B3","772A1E12-7175-46C0-B665-CE27930D15A8","876D109A-C968-4F2C-A6E7-B6233B1B4660"
"EPSRC","EP/T025026/2","Research Grant","Software and Technical Products","University of East Anglia","Biological Sciences","Di Palma","Federica","","FAUNY","The project also developed an app to promote nature observation of birds and frogs with kids (12-18 years old). The name of the app is FAUNY. This app promotes observation of key species in two regions of Colombia: Chinchin&aacute; river basin and Tatam&aacute; National Park buffer zone
The app has two main focus groups for observation: birds and frogs. These groups have two difficulty levels: easy and medium. Kids select which level they want to start with, as well as the area where the species belongs to. We start with two areas: Chinchin&aacute; river basin, in the coffee growing zone and Tatam&aacute; National park and buffer areas in Risaralda departamento. We will give some basic information to kids like scientific name, common name, species physical description, habitat and behaviour, threat classification, distribution maps and basic songs. With this information the kids will be able to complete challenges, like taking a picture of the species, drawing the species, sending pictures of feeding and most usual things they eat.","Webtool/Application","Yes","2021","This tool will help to increase their competence in bird and frog's identification, so that they become better fauna observers. Also kids are wonderful ambassadors in order to take the messages of urgency of conservation to their families.",,"6137b71ded2385.30723436","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=6137b71ded2385.30723436&grantRef=EP%2FT025026%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T025026/2","DBC44246-A746-4EC1-99B6-0F9FAC3725D1","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","7265F3F7-8FCD-4CF8-99E4-1845378E40ED"
"STFC","ST/N006852/1","Research Grant","Software and Technical Products","Loughborough University","Aeronautical and Automotive Engineering","Chen","Wen-Hua","http://orcid.org/0000-0003-3356-2889","MissionPlanner","Based on our research outcomes, we have developed a mission planner for endusers using unmanned aerial vehicles for agriclture remote sensing. It is able to take specific requirements for a mission including weathger conditons, geometric information of the field to be covered, sensor or instrumentation charaters, and misison requirements such as resolusions. It is not in the trial stage as a web tool and free available. Anyone who is interseted in using it could upload misison specifiacaitons and will return an optimal flight plan for UAV operation.","Webtool/Application","","2019","compared with all the misison plannign tools in market, ournone could take into accouint more factors particularly the shape of a field and wind effect on UAV flight. It can significantly extend the coverage of agriculture survey or monitoring, reducing costs and saving preparation time. we work very closely with our Chinese partners and the end users. We also demonstrated the software in Beijing, China, to imporve the awareness of this software tool.",,"5c7ffb825c0000.87918433","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5c7ffb825c0000.87918433&grantRef=ST%2FN006852%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/N006852/1","98FCD4F0-31E1-4B0C-951C-1EF44446D611","D7F4F462-0518-4784-908A-D12633C139B3","CAA9A40D-0226-4A4F-AC0D-D8299E30A1EF","9E43E594-6E3C-4BC1-820E-3844B1D1DE98"
"AHRC","AH/R013640/1","Research Grant","Software and Technical Products","University of Nottingham","Sch of Sociology & Social Policy","Papadopoulos","Dimitris","","Digital Archive","Open digital space for the documentation, conservation and consultation of documentary textiles produced by different groups in the country to narrate life in the midst of the armed conflict. The digital archive of testimonial textiles in Colombia is a space for the documentation, conservation, consultation and enhancement of testimonial textile practices carried out by groups of women in different parts of the country who, for more than 20 years, have mended and embroidered life, resisted and created textile documents that give an account of their trajectories and struggles in the midst of the armed conflict.","Webtool/Application","","2020","Conceived as an archive of human rights and historical memory, specialising in handmade textiles, it offers a model of documentation that integrates the political and material dimensions, in which each textile is considered as a non-textual document, an artefact of memory and a repertoire of action and knowledge in which textile work is grammar and narrative for making memory, elaborating mourning, denouncing and demanding justice.","http://www.textilestestimoniales.org/creadores/","603fafe1124a71.50701357","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=603fafe1124a71.50701357&grantRef=AH%2FR013640%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/R013640/1","3EA4A6F4-7BB9-49BC-B675-8471385E0EA7","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","936D002F-A8D1-4A93-AE5D-825ED0903D8D","1F1466A8-3CA6-4105-803E-97DD5BE5F80B"
"NERC","NE/S005919/1","Research Grant","Software and Technical Products","Loughborough University","Architecture, Building and Civil Eng","Liang","Qiuhua","","High-performance integrated hydrodynamic modelling system for GLOFs and impact","The High-Performance Integrated hydrodynamic Modelling System (HiPIMS) has been extended and tested for simulating GLOFs and assessing their impact by coupling with remote sensing data. HiPIMS solves the fully dynamic shallow water equations using a finite volume shock-capturing numerical methods and has been implemented on GPUs to achieve high-performance computing. HiPIMS has been used in WeACT to simulate a series of GLOF scenarios for Tsho Rolpa Glacier Lake and assess their potential impact to inform community engagement and also provide results to develop the proposed web-based warning tool.","Software","","2019","No actual impacts have been achieved yet. But the tool and the results were presented to the Department of Hydrology and Meteorology (DHM), Nepal; and DHM has since expressed strong interests in the tool and further collaboration with the team.","https://github.com/lukessmith/hipims-ocl","5e62cf3a7f6855.04687063","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5e62cf3a7f6855.04687063&grantRef=NE%2FS005919%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S005919/1","62A0B884-A426-441E-BFF1-F8732C2C6570","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","CAA9A40D-0226-4A4F-AC0D-D8299E30A1EF","5EC308A2-2C97-4D92-8D18-8BABE9F4EA11"
"ESRC","ES/L011891/1","Research Grant","Software and Technical Products","University of Leeds","Sch of Geography","Birkin","Mark","http://orcid.org/0000-0001-5991-098X","The National Propensity to Cycle Tool on-line interactive map","This application helps Transport Planners decide where to prioritise new cycling infrastructure.","Webtool/Application","","2015","During user testing events, many transport planners said this would be useful for their work. In Phase II of the project (2015 - 2017) this tool will be deployed nationwide.","http://geo8.webarch.net/master/","5587b49adb91d4.59771348","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5587b49adb91d4.59771348&grantRef=ES%2FL011891%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/L011891/1","270A4DD5-C654-4A02-AEE4-46B227170F3A","924BE15C-91F2-4AAD-941A-3F338324B6AE","83D87776-5958-42AE-889D-B8AECF16B468","D4AE7D17-3B13-4E3A-A496-5EEE0C617947"
"NERC","NE/L013045/1","Research Grant","Software and Technical Products","Royal Botanic Gardens Kew","Biodiversity Informatics","Moat","Justin","","rCAT","A set of tools to help with species conservation assessments (Red List threat assessments).
Includes tool for Extent of occurrence, Area of Occupancy, Minimum Enclosing Rectangle,
a geographic Projection Wizard and Species batch processing.","Software","Yes","2017","Just released","https://cran.r-project.org/web/packages/rCAT/index.html","58c7d2c8073247.18371237","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=58c7d2c8073247.18371237&grantRef=NE%2FL013045%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/L013045/1","7F1AA68D-215E-4DE3-9F05-1FDBFB0AB674","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","52BA26D6-F923-4324-BCB4-8FF9F32A2311","C1988D60-8EAE-49AD-85C8-9FD2993DD09E"
"NERC","NE/S003231/1","Research Grant","Software and Technical Products","Edge Hill University","Geography and Geology","Moses","Cherith","","Flood modelling","Flood risk maps at catchment levels under different IPCC AR5 scenarios.","New/Improved Technique/Technology","","2021","Improved ability to predict the extent and magnitude and potential impacts of future flooding events.",,"603e2bdc629c85.26976447","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=603e2bdc629c85.26976447&grantRef=NE%2FS003231%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/S003231/1","EEC90136-8F26-4355-A218-03F455CB9D36","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4A64B819-B206-475E-9BCA-03F8C702E939","9708204B-EBD5-4FE2-A546-EA7C446B6152"
"NERC","NE/H014098/1","Research Grant","Software and Technical Products","University of Manchester","Earth Atmospheric and Env Sciences","Robinson","Clare","","Web site about relating fungal functional diversity to C-cycling in sub- and Maritime Antarctic soils","Website:
www.antarcticfungi.co.uk","Webtool/Application","","2013","Wider dissemination of the project","http://www.antarcticfungi.co.uk","545a272c6dea99.73753314","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=545a272c6dea99.73753314&grantRef=NE%2FH014098%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/H014098/1","0EFCDECA-E769-4A26-841E-6B6339205CEB","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","68D0E3C9-9246-4CFC-B5E9-48584CF82993","FF75DA25-D13C-40AE-87EA-61E523058180"
"NERC","NE/R015953/1","Research Grant","Software and Technical Products","National Oceanography Centre","Science and Technology","Hatton","Angela","","ESMValTool: A community diagnostic and performance metrics tool for routine evaluation of Earth system models in CMIP.","The Earth System Model Evaluation Tool (ESMValTool) is a community-development that aims at improving diagnosing and understanding of the causes and effects of model biases and inter-model spread. The ESMValTool is open to both users and developers encouraging open exchange of diagnostic source code and evaluation results from the Coupled Model Intercomparison Project (CMIP) ensemble. This will facilitate and improve ESM evaluation beyond the state-of-the-art and aims at supporting the activities within CMIP and at individual modelling centers. We envisage running the ESMValTool routinely on the CMIP model output utilizing observations available through the Earth System Grid Federation (ESGF) in standard formats (obs4MIPs) or made available at ESGF nodes.","Software","Yes","2020","Widely used to evaluate CMIP6 models in and outside of IPCC reports.","https://esmvaltool.readthedocs.io/en/latest/","5e66108bc5d715.81360676","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5e66108bc5d715.81360676&grantRef=NE%2FR015953%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R015953/1","022107DA-6A34-4E7D-8F15-B4C1C3C256EF","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4DB630C7-7E13-4610-A1C3-29601903CEE3","A10997AA-D8CE-49AD-B2D8-1EF46772A2C0"
"BBSRC","BB/N01720X/1","Research Grant","Software and Technical Products","SRUC","Research","Roehe","Rainer","http://orcid.org/0000-0002-4880-3756","MAGpy: a reproducible pipeline for the downstream analysis of metagenome-assembled genomes (MAGs)","The Model of Agricultural Production and its Impact on the Environment (MAgPIE) is a global land use allocation model framework, which is coupled to the grid-based dynamic vegetation model LPJmL, with a spatial resolution of 0.5&deg;x0.5&deg;. It takes regional economic conditions such as demand for agricultural commodities, technological development and production costs as well as spatially explicit data on potential crop yields, land and water constraints (from LPJmL) into account. Based on these, the model derives specific land use patterns, yields and total costs of agricultural production for each grid cell. The objective function of the land use model is to minimize total cost of production for a given amount of regional food and bioenergy demand. Regional food energy demand is defined for an exogenously given population in 10 food energy categories, based on regional diets. Future trends in food demand are derived from a cross-country regression analysis, based on future scenarios on GDP and population growth.","Software","Yes","2018","Metagenomics is a powerful tool for assaying the DNA from every genome present in an environment. Recent advances in bioinformatics have enabled the rapid assembly of near-complete metagenome-assembled genomes (MAGs), and there is a need for reproducible pipelines that can annotate and characterize thousands of genomes simultaneously, to enable identification and functional characterization. This software allowed us to assemble from over 800 Gb of rumen metagenomic sequence data, derived from 43 Scottish cattle, 913 draft bacterial and archaeal genomes, using both metagenomic binning and Hi-C-based proximity-guided assembly.","https://github.com/WatsonLab/MAGpy","5c8a473b65e225.35971904","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=5c8a473b65e225.35971904&grantRef=BB%2FN01720X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N01720X/1","11978556-5505-4054-A4DD-646141E98BF0","2512EF1C-401B-4222-9869-A770D4C5FAC7","ADA27054-A467-49BE-A71E-358C6062A9E3","9B8C7258-9644-4AE7-9D5B-3C165FD2A4B1"
"EPSRC","EP/L000253/1","Research Grant","Software and Technical Products","University of Bristol","Chemistry","Mulholland","Adrian","","Longbow v1.4","Longbow is a piece of software that acts as a job proxying tool for biomolecular simulations, Longbow reproduces the native look and feel of using popular molecular dynamics packages (AMBER, CHARMM, GROMACS, LAMMPS and NAMD), with the difference that when those packages are used through Longbow simulations can be run on High Performance Computing (HPC) resources such as ARCHER. Longbow handles jobs setup in terms of creating job submission scripts, automatically stages input files, launches and monitors jobs and stages back simulation results. The option is also there to persistently monitor and stage (realtime local syncing with remote simulation files) simulation files at a specified time interval. This is designed to have the jobs running on the HPC remote resource appear to the user as if the simulation has run on their local computer/cluster. Users do not have to concern themselves with writing submission files, nor do they have to worry about staging. Longbow provides a convenient interface for generating large ensembles of simulation jobs which in effect extends the packages it supports.","Software","Yes","2017","Longbow has now been downloaded 1,266 times from the HECBioSim website and tens of thousands of times from the pypi directory (March 2017). It has a wide reaching user-base across the world, some of those users being at 24 UK institutions actively downloading new versions as they are released. This version was a major new release which focused on addressing a number of architectural problems, this required major refactoring of the code base. In this release a move to continuous integration by making use of cloud services such as Travis (Testing), Landscape (Quality) and Coveralls (Coverage) was performed, this required writing of more than 600 unit tests based on the code refactors done on this version. The shift towards continuous integration should help to improve the quality of the software, help make development more collaborative, and also increase sustainability. Several new features were introduced and numerous bugs found during automated testing were fixed.","http://www.hecbiosim.ac.uk/longbow","58c91d2cf02676.74952829","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=softwareandtechnicalproduct&outcomeId=58c91d2cf02676.74952829&grantRef=EP%2FL000253%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/L000253/1","82FC72D1-24C9-4EF1-A97E-6CC10BFAF775","798CB33D-C79E-4578-83F2-72606407192C","4A348A76-B2D0-4DDD-804A-CE735A6D3798","2A2990B1-E1E1-4888-8848-7C256C3A3B43"
