"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Protection","IP Reference","Year Protection Granted","Licensed?","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"NERC","ncas10015","Intramural","Intellectual Property","NERC National Ctr for Atmospheric Sci",,"Lewis","Alastair","http://orcid.org/0000-0002-4075-3651","Monolithic Clustered Senor Air Pollution System / Sensor System","A microfluidic device for the measurement of air pollutants based on clusters of electrochemical and optical sensors in an array, with low power and high fault tolerance characteristics.","Patent application published","P199503.GB.01","2020","No","Open source version being developed for use in low income countries.",,"5e452bfb965fd7.17023015","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5e452bfb965fd7.17023015&grantRef=ncas10015","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ncas10015","0267DF4A-0FCA-47CF-9169-CC55CE64BD0F","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2D71984D-4014-4E02-9226-1410A73D518D","E7265890-DFAA-4CF4-8181-48515950E2FA"
"BBSRC","BB/M017702/1","Research Grant","Intellectual Property","University of Manchester","Chemistry","Scrutton","Nigel","","Compositions and methods for recombinant biosynthesis of propane","New synthetic biology routes to renewable bio-propane.","Patent application published","US20170218401","2017","Yes","None to date",,"5aa7c9067b18d2.09530097","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5aa7c9067b18d2.09530097&grantRef=BB%2FM017702%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/M017702/1","D4E3E7ED-05D6-42E8-A95E-385F256918D6","2512EF1C-401B-4222-9869-A770D4C5FAC7","68D0E3C9-9246-4CFC-B5E9-48584CF82993","855ACD43-8240-48FB-AF40-C8F87B294B74"
"STFC","ST/P000134/1","Research Grant","Intellectual Property","University of Bristol","Interface Analysis Centre","Scott","Thomas","http://orcid.org/0000-0003-2263-6088","Laser-driven multi-modal probe beams for nuclear waste inspection","Process for generating laser-driven multi-modal probe beams for nuclear waste inspection, involving both gamma and neutron beams.","Patent application published","GB1519758.5","2016","No","None as yet but the business case for a pre-commercial prototype is currently under way.",,"5aa9948f65a863.35662165","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5aa9948f65a863.35662165&grantRef=ST%2FP000134%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ST/P000134/1","6B9CA92A-8D73-4857-AD64-21BC95852115","D7F4F462-0518-4784-908A-D12633C139B3","4A348A76-B2D0-4DDD-804A-CE735A6D3798","1B9EB3C6-4B0A-478B-889C-019595AC9DD6"
"NERC","ncas10015","Intramural","Intellectual Property","NERC National Ctr for Atmospheric Sci",,"Lewis","Alastair","http://orcid.org/0000-0002-4075-3651","Water Abstraction Device for atmospheric monitoring","Atmospheric technology used for water removal in gas phase air pollution samples commercialised by Markes International.","Protection not required",,"","Commercial In Confidence","new products brought to market that is going to become the new US EPA standard reference method for VOC monitoring within the US air pollution network.",,"56d58ce9a60400.86046597","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=56d58ce9a60400.86046597&grantRef=ncas10015","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ncas10015","0267DF4A-0FCA-47CF-9169-CC55CE64BD0F","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2D71984D-4014-4E02-9226-1410A73D518D","E7265890-DFAA-4CF4-8181-48515950E2FA"
"EPSRC","EP/T004053/1","Research Grant","Intellectual Property","Indian Institute of Technology Madras","Civil Engineering","SM","Shiva Nagendra","http://orcid.org/0000-0003-2575-4063","MULTI-STAGE AIR PURIFICATION SYSTEM WITH HEMISPHERICAL DISCHARGE","1. Multi-stage air purification system with hemispherical discharge is designed for indoor air pollution control.","Patent granted","202041027119","2021","No","This system will help to reduce bioaerosol, VOC's and particulates matters in indoor pollution.",,"6233763a4c0fb0.10073888","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=6233763a4c0fb0.10073888&grantRef=EP%2FT004053%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T004053/1","856F7309-0B12-4042-A704-5997150E052A","798CB33D-C79E-4578-83F2-72606407192C","B8614D7C-5B2D-4368-9855-A3DE7D2B6800","5972C9E9-2A85-44C6-BBCB-ECF7CEE4AD8A"
"EPSRC","EP/N508974/1","Research Grant","Intellectual Property","Brunel University","Mechanical and Aerospace Engineering","Silver","Jack","","METHOD AND APPARATUS FOR IDENTIFYING ARTICLES WITH A LUMINESCENT MARKER FOR RECYCLING","The composition of articles can be identified using luminescent codes printed or coated onto the articles (or labels on the articles) by means of an ink which contains long persistence luminescent materials. Radiation is used to excite the luminescent materials and this is then extinguished before the article passes beneath a spectrometer. An infrared beam then strikes the article in order to stimulate emission from the long persistence luminescent materials, via a detrapping mechanism, and the spectrometer detects the emission in order to identify the article.","Patent application published","US2020038915","2020","No","Industry partners are actively pushing the technology in this area.",,"5e67ca09bf3264.04952115","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5e67ca09bf3264.04952115&grantRef=EP%2FN508974%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N508974/1","6AA35295-6F16-47E6-9CBB-48407997515B","798CB33D-C79E-4578-83F2-72606407192C","BECA2763-0902-40AA-8DB2-836A5731CF58","B791A3F8-F924-495A-9C23-E56F314C65D1"
"EPSRC","EP/N013514/1","Research Grant","Intellectual Property","University of Oxford","Oxford Chemistry","Vincent","Kylie","http://orcid.org/0000-0001-6444-9382","COFACTOR REGENERATION SYSTEM","European Patent Granted 5 December 2018 to protect a cofactor recycling system, using electrically conducting supports modified with enzymes for hydrogen-driven NADH recycling.","Patent granted","EP2764107","2014","Yes","HydRegen Ltd, company spun out to commercialise this IP. Patent licensed to HydRegen Ltd in 2021.",,"5c8a1f3ec20c39.51265009","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5c8a1f3ec20c39.51265009&grantRef=EP%2FN013514%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N013514/1","8D5C617D-78E2-4E8D-BDC2-F06182D50E27","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","2888AFF0-5D0B-4C73-81F5-DF5B91EC176F"
"EPSRC","EP/K002252/1","Research Grant","Intellectual Property","Imperial College London","Electrical and Electronic Engineering","Strbac","Goran","","HYBRID ELECTROCHEMICAL ENERGY DEVICE","The present invention generally relates to the field of devices which are capable of storing and delivering electricity. In particular, the invention relates to a hybrid redox flow battery (HyRFB) capable of operating in a power delivery mode in which it generates electrical power by the reaction of electrochemically active species at a first and second electrode and in an energy storage mode in which it consumes electrical power to generate at least one electrochemically active species, the HyRFB comprising: * a reversible first electrode in a first electrode compartment containing a first aqueous electrolyte, * a reversible second electrode in a second electrode compartment containing a second aqueous electrolyte; and * a conduit arrangement configured, in said power delivery mode, for carrying electrochemically active species to the first electrode and, in an energy storage mode, for carrying generated electrochemically active species away from the first electrode; wherein the second electrode comprises a material that is capable of reversibly taking up and releasing alkali metal ions or alkaline earth metal ions during the said modes of operation, and wherein the second electrolyte comprises the alkali metal ions or the alkaline earth metal ions.","Patent application published","WO2015150784","2015","No","None as yet.",,"56dd84e920c660.71550886","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=56dd84e920c660.71550886&grantRef=EP%2FK002252%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K002252/1","F436EECC-7C31-4DFC-8563-F60ACD76D51C","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","27B40B02-5FD4-4344-9AD7-DA294127622B"
"EPSRC","EP/I006109/1","Research Grant","Intellectual Property","Queen's University of Belfast","Sch Planning Architecture and Civil Eng","Basheer","Muhammed","http://orcid.org/0000-0002-0835-8029","Development of fiber optic chloride sensors for structural health monitoring","A new fibre optic sensor for monitoring chlorides in cement and concrete was developed and patented.","Patent application published","GB1100990.9","2011","Yes","This methodology has widespread application, for instance for studying the encapsulation of nuclear wastes in concrete.",,"5463ae3a434779.75113083","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5463ae3a434779.75113083&grantRef=EP%2FI006109%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/I006109/1","793CC6D8-3E64-4AE4-852B-DE600FD69564","798CB33D-C79E-4578-83F2-72606407192C","EC23DA53-CA73-4104-A3F6-2A9523484E69","50788641-18E0-4D09-85B0-45CAFB603093"
"BBSRC","BB/S011986/1","Research Grant","Intellectual Property","University of Leeds","Sch of Chemistry","Blacker","Andrew","","PROCESS AND APPARATUS FOR REDUCTION IN MICROBIAL GROWTH IN SOLUTIONS OF SUGARS EXTRACTED FROM WASTE MATERIALS","A process for reducing microbial growth in solutions of sugars extracted from waste materials, the process comprising monitoring indicators of microbial growth in the solution in situ and administering an antimicrobial; a sugar substrate obtained by concentrating a solution of sugar treated using the process; an apparatus for extracting sugars from waste materials, the apparatus comprising a reaction vessel (10), one or more sensors (15,20) for monitoring indicators of microbial growth in the reaction vessel, a software for analysing signals from the sensor and a source of antimicrobial.","Patent application published","WO2019220092","2019","Yes","The intellectual property describes a control method and equipment that is being evaluated on a full-scale MSW plant.",,"6019898fee89b3.17400326","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=6019898fee89b3.17400326&grantRef=BB%2FS011986%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/S011986/1","BE4A3E86-8A42-4FFB-9B88-1673308D1BFF","2512EF1C-401B-4222-9869-A770D4C5FAC7","83D87776-5958-42AE-889D-B8AECF16B468","11C77962-F09B-4D44-A1FD-EC3A337DFF1E"
"BBSRC","BB/P009867/1","Research Grant","Intellectual Property","University of Cambridge","Wellcome Trust - MRC Cam Stem Cell Inst","Smith","Austin","http://orcid.org/0000-0002-3029-4682","Livestock pluripotent stem cells","Development of pluripotent stem cell lines from pigs, sheep and cattle in collaboration with Prof Ramiro Alberio, University of Nottingham. Cell lines are being licensed jointly by University of Cambridge and University of Nottingham to commercial companies interested in manufacturing cell-derived meat.","Trade Mark",,"2021","Yes","Cell lines have been commercially licensed to companies as a renewable source for biomanufacturing meat..",,"6226468a584ed9.60653245","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=6226468a584ed9.60653245&grantRef=BB%2FP009867%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/P009867/1","B1EF3C1F-673D-48E2-A178-8BBDFB3BE8B0","2512EF1C-401B-4222-9869-A770D4C5FAC7","D1774113-D5D2-4B7C-A412-66A90FE4B96F","EF487274-CC13-4315-8734-14C1977A4AD2"
"EPSRC","EP/I004173/1","Fellowship","Intellectual Property","University of Dundee","Physics","ABDOLVAND","AMIN","http://orcid.org/0000-0001-6934-5320","NOVEL PHOTONIC DEVICES BASED ON CONICAL REFRACTION","An optical system (31) with an input optical source (33) for projecting an input beam along an optical axis and an optical element (37, 43) which creates a cone refracted beam (41) from the input beam (35) then reconstructs the input beam (49). The optical element may comprise a first cone refractive element (37) which creates a cone refracted beam and reconstructs the beam using a reconstructing optical element (43) to apply a phase shift to the cone refracted beam. The optical system may be used to form a laser or a gain medium for a laser.","Patent granted","WO2010084317","2010","Commercial In Confidence","This work has led to, renewed, world-wide interest in the Conical Refraction/Diffraction phenomenon.",,"56cb2281acf383.45035873","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=56cb2281acf383.45035873&grantRef=EP%2FI004173%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/I004173/1","F339E4FB-9EFA-4089-A66B-B456C02D190A","798CB33D-C79E-4578-83F2-72606407192C","90051600-6EF2-4093-BA8C-2B4B6F550895","8C9EB056-C0D6-40C7-ADB1-F64E5F74ABC4"
"EPSRC","EP/I037059/1","Research Grant","Intellectual Property","Keele University","Faculty of Natural Sciences","Ormerod","Robert","","New catalyst material","Development of new highly active and selective methane reforming catalyst material","Patent application published",,"2014","No","Significant scientific interest in discovery",,"58c980cc064961.69000571","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=58c980cc064961.69000571&grantRef=EP%2FI037059%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/I037059/1","37970C5F-173D-44A3-BB5F-2D1FB2A78BCD","798CB33D-C79E-4578-83F2-72606407192C","FC59975E-26E8-4A62-ABD8-A570DC6ABF06","AD02C54D-7CA5-477A-957F-D61F2057BA2B"
"EPSRC","EP/I004653/1","Fellowship","Intellectual Property","University of the West of England","Faculty of Environment and Technology","Ieropoulos","Ioannis","","Pee Power","The commercial trademark for the direct use of Microbial Fuel Cells to treat human waste for the purposes of waste treatment and electricity generation","Trade Mark",,"2016","Yes","Pee Power&reg; systems have been installed in school and rural community environments in Uganda, Kenya and South Africa, where there was previously lack of electricity and poor sanitation. The use of Pee Power&reg; systems has provided electricity for powering primarily lights, in these remote locations, which has been welcome as a safety net especially during the hours of darkness. In addition, the treated effluent from the Pee Power&reg; installations has been directly discharged to the land or soak-away systems as a treated wastewater.",,"5c8a30cab258e9.15935085","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5c8a30cab258e9.15935085&grantRef=EP%2FI004653%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/I004653/1","E48D29D7-E035-4DC0-B332-17A6451E2216","798CB33D-C79E-4578-83F2-72606407192C","2A80FFDA-3B8B-43BA-80C3-3AA850B49BA1","B03BCCBC-DFCB-4D13-BFE7-515F656611EB"
"NERC","NE/V010751/1","Research Grant","Intellectual Property","Brunel University","Chemical Engineering","Fern","George Robert","","METHOD AND APPARATUS FOR IDENTIFYING ARTICLES WITH A LUMINESCENT MARKER FOR RECYCLING","The composition of articles can be identified using luminescent codes printed or coated onto the articles (or labels on the articles) by means of an ink which contains long persistence luminescent materials. Radiation is used to excite the luminescent materials and this is then extinguished before the article passes beneath a spectrometer. An infrared beam then strikes the article in order to stimulate emission from the long persistence luminescent materials, via a detrapping mechanism, and the spectrometer detects the emission in order to identify the article.","Patent application published","US2020038915","2020","No","Industry partners are actively pushing the technology in this area.",,"5e67ca09bf3264.04952115","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5e67ca09bf3264.04952115&grantRef=NE%2FV010751%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/V010751/1","E74D50A9-13C4-4B7C-9115-BA0FF488F6B0","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","BECA2763-0902-40AA-8DB2-836A5731CF58","EE53BAF7-A91A-48DC-95FE-D5EB37490E2C"
"EPSRC","EP/I011870/1","Research Grant","Intellectual Property","University of Nottingham","Sch of Chemistry","Schroder","Martin","","METAL -ORGANIC FRAMEWORKS (MOF) FOR GAS CAPTURE","The present invention relates to a metal organic framework comprising of a metal ion (M) and an organic ligand wherein more than one hydroxy ligand are present about the metal ion. Also provided is a method for synthesisng the metal-organic frameworks and their application in areas including scrubbing exhaust gas streams of acidic gases, scrubbing natural gas of acidic gases by separation or sequestration and separating C2Ha or other VOC gases from other gas mixtures.","Patent application published","WO2013144628","2013","No","Under negotiation",,"545397deda62f4.05626522","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=545397deda62f4.05626522&grantRef=EP%2FI011870%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/I011870/1","461C0B15-38A1-4961-843C-918799B2DC1E","798CB33D-C79E-4578-83F2-72606407192C","936D002F-A8D1-4A93-AE5D-825ED0903D8D","320A9E84-D5A3-4BDD-9BAB-9BEC4AAB40E4"
"EPSRC","EP/L002132/1","Research Grant","Intellectual Property","University of the West of England","Faculty of Environment and Technology","Ieropoulos","Ioannis","","Pee Power","The commercial trademark for the direct use of Microbial Fuel Cells to treat human waste for the purposes of waste treatment and electricity generation","Trade Mark",,"2016","Yes","Pee Power&reg; systems have been installed in school and rural community environments in Uganda, Kenya and South Africa, where there was previously lack of electricity and poor sanitation. The use of Pee Power&reg; systems has provided electricity for powering primarily lights, in these remote locations, which has been welcome as a safety net especially during the hours of darkness. In addition, the treated effluent from the Pee Power&reg; installations has been directly discharged to the land or soak-away systems as a treated wastewater.",,"5c8a30cab258e9.15935085","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5c8a30cab258e9.15935085&grantRef=EP%2FL002132%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/L002132/1","02B77D3C-5F92-49EF-8E0E-C352AA72CD70","798CB33D-C79E-4578-83F2-72606407192C","2A80FFDA-3B8B-43BA-80C3-3AA850B49BA1","B03BCCBC-DFCB-4D13-BFE7-515F656611EB"
"EPSRC","EP/N50998X/1","Research Grant","Intellectual Property","Imperial College London","Dept of Chemistry","Kucernak","Anthony","http://orcid.org/0000-0002-5790-9683","FUEL CELL FOR WASTEWATER TREATMENT","Waste water used to produce electricity in a fuel cell like device","Patent application published","EP3383803","2018","Yes","Patent licensed to Sweetgen Ltd",,"5c751a9179ab90.81839881","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5c751a9179ab90.81839881&grantRef=EP%2FN50998X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N50998X/1","E8DC1A0C-B5A9-4761-90D8-DD4B14928AD5","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","DC63E51F-FF78-452B-A4D8-570B9513DCBC"
"EPSRC","EP/E002129/1","Research Grant","Intellectual Property","Newcastle University","Civil Engineering and Geosciences","Blythe","Phil","http://orcid.org/0000-0003-2134-1253","Envirowatch Licence","Newcastle University has entered into a licence agreement with an external company, Envirowatch Ltd, to allow them to commercially exploit the technology relating to the electronic hardware that was designed within the University's School of Electrical, Electronic, and Computer Engineering, under the MESSAGE project. The intellectual property subject of the licence dwells principally in copyright and know-how associated with the mote design. The licence is exclusive, and royalty bearing. It has exclusivity claw-back clauses in the event of non-performance. EnviroWatch will initially supply motes to support the following on-going MESSAGE deployments: 1. On the M42 to deploy a 50 mote array WSP Group funded by the Highways Agency 2. In Medway Towns 50 mote deployment plus SCOOT congestion, emissions and OSPM algorithm implementation. In collaboration with consultants AMEY funded by the Medway towns. 3. Edinburgh City Council Scotland Initial deployment 30 motes and potentially a further 50. EnviroWatch was formed for the purpose by external founders associated with Senstar Ltd (a Midlands based security company), and Powercom Solutions Ltd, (a North East based electronics company). It has secured solid foundation financing and is currently commercialising, (including seeking appropriate regulatory approvals for), the mote hardware design. EnviroWatch recognised that the electronic hardware design, in particular its very low power requirement for sustained operation, was a key unique selling point, and they recently commissioned the University to develop an energy harvesting system which has now extended the unattended operation of the mote indefinitely. It is expected that EnviroWatch will commence the commercial delivery of motes in the first quarter of 2010.","Protection not required",,"2010","Yes","Margaret Bell can answer this section better as I have left the exploitation of impacts of this project to her and her partnership with Envirowatch",,"r-5601066821.8145763d672c8a","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=r-5601066821.8145763d672c8a&grantRef=EP%2FE002129%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/E002129/1","BC761268-1A09-47CA-9240-6FCDCF03D287","798CB33D-C79E-4578-83F2-72606407192C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","1524D51A-B9BA-48E7-B981-1FE98D625DE5"
"EPSRC","EP/L024918/1","Research Grant","Intellectual Property","Loughborough University","Physics","Morrison","Kelly","","Apparatus and Method for Harvesting Electrical Energy","Proposed design for a low cost waste heat energy harvesting device based on the spin Seebeck effect.","Patent application published","GB1521016.4","2016","No","Have only just initiated discussions with regards to the next step.",,"56b4724446b358.53946231","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=56b4724446b358.53946231&grantRef=EP%2FL024918%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/L024918/1","5766E04C-C34C-40D3-9DFC-7D643739D2F9","798CB33D-C79E-4578-83F2-72606407192C","CAA9A40D-0226-4A4F-AC0D-D8299E30A1EF","B838CB4F-551C-4F44-ABD9-0CD14D5DF5EB"
"MRC","1943535","Studentship","Intellectual Property","University of Oxford","Experimental Psychology",,,"","Method for obtaining personalized parameters for transcranial stimulation, transcranial system, method of applying transcranial stimulation","The invention relates to transcranial stimulation. Transcranial stimulation can be used to treat patients or to achieve cognitive enhancement in healthy individuals. Optimal parameters for the stimulation may differ between different individuals but need to be selected from a large range of possible combinations. As a consequence, a practical approach has been to use a one-size-fits-all methodology in which the same set of parameters are used for multiple different subjects. The invention comprises a computer-implemented method for obtaining personalized parameters for transcranial stimulation, comprising: receiving baseline data about a test subject, the baseline data comprising information about the test subject acquired prior to any transcranial stimulation applied to the test subject; and using a Gaussian process model of performance of one or more training subjects to obtain personalized parameters for transcranial stimulation for the test subject based on the received baseline data, wherein: the Gaussian process jointly models subject performance during and/or after transcranial stimulation as a function of both i) parameters defining the transcranial stimulation; and ii) baseline data for the one or more training subjects. Thus, a probabilistic model is provided that intrinsically takes account of variations between different people by means of baseline data. By taking account of the baseline data in this way the inventors have found that the model is better able to predict optimal parameters for the transcranial stimulation even where past data from no or very few subjects with the same or similar baseline data is available. The method is able to provide personalized parameters that vary between different subjects and, on average, perform better than a one-size-fits-all methodology which ignores the fact that people differ from each other, and that the individual brain is plastic and changes over time as well. The present method makes it possible to effectively tailor the stimulation protocol to provide the best outcome. The stimulation may be used for various clinical and non-clinical purposes, including for example improving tremor in Parkinson's, improving people's sustained attention/concentration, memory, mathematical performance, emotions, training capabilities, and learning (e.g., language, maths, IT, factual information).","Patent application published","2000874.4","","No","N/A",,"5e6612a5914fb2.99404625","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=5e6612a5914fb2.99404625&grantRef=1943535","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=1943535","8B266075-1441-4446-AFFF-038DDE47542C","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9",
"MRC","G0801681","Research Grant","Intellectual Property","University of Birmingham","Clinical and Experimental Medicine","Stewart","Paul","","IMMUNE ASSAY","The invention relates to a method of identifying a modulator of the immune response system, comprising assaying for the effect of a compound on the internalisation and recycling of CTLA-4 in a cell, wherein an increase in cycling of CTLA-4 compared to a control without the compound indicates that the compound suppresses the immune response and a decrease in the cycling of CTLA-4 compared to a control without the compound, indicates that the compound increases the immune response. The cycling of CTLA-4 may be determined by monitoring CTLA-4 or monitoring uptake of a CTLA-4 label into a cell.","Patent application published","WO2012127240","2012","No","Further industrial discussions to identify future collaborative opportunities for lead academic.",,"B4PKt3y9nnG","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=B4PKt3y9nnG&grantRef=G0801681","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G0801681","DDEA584E-C9A9-4967-B225-263D11EBD0F1","C008C651-F5B0-4859-A334-5F574AB6B57C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","90300D17-7BE0-4E54-B57F-4F4569547B87"
"MRC","G9806702","Research Grant","Intellectual Property","University of Cambridge","Wellcome Trust - MRC Cam Stem Cell Inst","Smith","Austin","http://orcid.org/0000-0002-3029-4682","CULTURE MEDIUM CONTAINING KINASE INHIBITORS. AND USES THEREOF","Pluripotent cells are maintained in a self-renewing state in serum-free culture medium comprising a MEK inhibitor, a GSK3 inhibitor and, optionally, an antagonist of an FGF receptor. Pluripotent cells are also maintained in a self-renewing state in serum-free culture medium comprising a MEK inhibitor and an antagonist of an FGF receptor.","Patent granted","WO2007113505","2007","No","N/A",,"242C2E339D0","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=intellectualproperty&outcomeId=242C2E339D0&grantRef=G9806702","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=G9806702","69D169BD-7892-4443-AAEE-55C68E9AA3DE","C008C651-F5B0-4859-A334-5F574AB6B57C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","EF487274-CC13-4315-8734-14C1977A4AD2"
