"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Type of Material","Software Developed?","Software Open Source?","Provided to Others?","Year Produced","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"BBSRC","BB/N001443/1","Research Grant","Research Tools and Methods","University of Reading","Sch of Biological Sciences","Perotti","M. Alejandra","","Host DNA is protected by the cement that glues head lice nits to the hair of ancient mummies. Ancient lice morphology help gather information on ancient environmental parameters before the death of the hosts","Over the past few decades, there has been a growing demand for genome analysis of ancient human remains. Destructive sampling is increasingly difficult to obtain for ethical reasons, and standard methods of breaking the skull to access the petrous bone or sampling remaining teeth are often forbidden for curatorial reasons. However, most ancient humans carried head lice and their eggs abound in historical hair specimens. Here we show that host DNA is protected by the cement that glues head lice nits to the hair of ancient Argentinian mummies, 1,500-2,000 years old. The genetic affinities deciphered from genome-wide analyses of this DNA inform that this population migrated from north-west Amazonia to the Andes of central-west Argentina; a result confirmed using the mitochondria of the host lice. The cement preserves ancient environmental DNA of the skin, including the earliest recorded case of Merkel cell polyomavirus. We found that the percentage of human DNA obtained from nit cement equals human DNA obtained from the tooth, yield 2-fold compared with a petrous bone, and 4-fold to a bloodmeal of adult lice a millennium younger. In metric studies of sheaths, the length of the cement negatively correlates with the age of the specimens, whereas hair linear distance between nit and scalp informs about the environmental conditions at the time before death. Ectoparasitic lice sheaths can offer an alternative, nondestructive source of high-quality ancient DNA from a variety of host taxa where bones and teeth are not available and reveal complementary details of their history.","Biological samples","","","Yes","2021","Initially to professionals working on ancient DNA; for Holocene samples from archaeological sites the methods provide new means, non-destructive sampling methods to study human history and evolution throughout their lice.
Lice themselves, their position and state on the scalp provide information of the environment in which their hosts were living","http://doi.org/10.1093/molbev/msab351","622b4eb430e4d5.84581181","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=622b4eb430e4d5.84581181&grantRef=BB%2FN001443%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N001443/1","816B836C-044F-4662-B23E-D8E9FBAB6F4A","2512EF1C-401B-4222-9869-A770D4C5FAC7","E89C3602-0FB4-4044-A918-58966B8A10B2","3F860C71-FE27-4FBA-AC25-5D6F840509DE"
"NERC","NE/N017730/1","Research Grant","Research Tools and Methods","University of Oxford","Environmental Change Institute SoGE","Berry","Pamela","","Toolkit for assessing urban green infrastructure","We have compiled a toolkit of freely available existing tools that can be used by local planners and other stakeholders to plan and assess urban green infrastructure (GI). The tools have been tested on Bicester, including part of Bicester eco-town, and presented to stakeholders. However we have further work to do with the local planners to assess how useful the toolkit is in practice. The tools include: EcoServ-GIS; land-cover scoring; the Natural Capital Planning Tool; Participatory Mapping; the Natural Capital Standard for GI; iTree-Eco; GI-Val; the BEST Suds Tool; the ORVal online tool for assessing recreational value and the Forest Research BEETLE toolkit for habitat connectivity mapping.","Improvements to research infrastructure","","","No","2018","Impacts are expected later",,"5aa166262545e4.89000282","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5aa166262545e4.89000282&grantRef=NE%2FN017730%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N017730/1","B6D20327-97A9-428F-B6FC-D8AA12D48A1B","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","7F014281-39E2-4054-9997-4DD3B6BD1CB4"
"BBSRC","BB/L01548X/1","Research Grant","Research Tools and Methods","University of Exeter","Biosciences","Tyler","Charles","","Validated proof of concept for a transgenic zebrafish model (i.e. oestrogen responsive ERE-GFP zebrafish) as a reliable, rapid and integrated tool for screening chemical products for endocrine activity in human and environmental safety assessment.","Validated proof of concept for a transgenic zebrafish model (i.e. oestrogen responsive ERE-GFP zebrafish) as a reliable, rapid and integrated tool for screening chemical products for endocrine activity in human and environmental safety assessment.","Model of mechanisms or symptoms - non-mammalian in vivo","","","Yes","2015","Validated proof of concept for a transgenic zebrafish model (i.e. oestrogen responsive ERE-GFP zebrafish) as a reliable, rapid and integrated tool for screening chemical products for endocrine activity in human and environmental safety assessment.",,"56d7fbb7f06f14.82702168","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=56d7fbb7f06f14.82702168&grantRef=BB%2FL01548X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/L01548X/1","B730E50B-8F26-48D1-94B5-B58A5CC72A58","2512EF1C-401B-4222-9869-A770D4C5FAC7","961756BF-E31F-4A13-836F-0A09BA02385C","F0EEA926-676C-4285-88D6-E4CEC94381D7"
"BBSRC","BB/P01724X/1","Research Grant","Research Tools and Methods","Rothamsted Research","Sustainable Soils and Grassland Systems","Neal","Andrew","","pHMM models","development of profile hidden Markov models for each of genes coding for acid and alkaline phosphatses and phytases - 9 in total","Biological samples","","","Yes","2017","improved detection of phosphatase and phytase genes in soil metagenomes will aid discovery of new environmental variants with potential industrial applications",,"5aa98f224e70a3.38664624","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5aa98f224e70a3.38664624&grantRef=BB%2FP01724X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/P01724X/1","A1CD8E4D-DAD6-41B7-B134-5422AE207C66","2512EF1C-401B-4222-9869-A770D4C5FAC7","ACD5F1CF-266C-4CDE-A399-43DC93429CF9","EBFB3072-49A0-4F85-85A4-E4CBF9F478C5"
"NERC","1949545","Studentship","Research Tools and Methods","University of Nottingham","School of Life Sciences",,,"","Making soil aggregates with defined microbial composition","Making soil aggregates with defined microbial composition and number allows for experiments with soil and organisms in a reproducible and refined manner. Method is currently in submission.","Model of mechanisms or symptoms - non-mammalian in vivo","","","No","2019","A manuscript is in submission, and we have determined that an organisms position within a soil aggregate can impact its response to environmental perturbation.",,"5e4d653b2853a9.94192925","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5e4d653b2853a9.94192925&grantRef=1949545","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=1949545","82247099-1283-48F6-A4E7-9A09DE8846FC","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","936D002F-A8D1-4A93-AE5D-825ED0903D8D",
"BBSRC","BB/R018944/1","Research Grant","Research Tools and Methods","University of Warwick","School of Life Sciences","Grant","Murray","http://orcid.org/0000-0003-3357-0264","Developing a Multile Reaction Monitoring mass spec method based on leaf material to discriminate ashdiebacl tolerant ash trees from susceptible trees","Based o untargetted mass spectrometry approaches profiling ash trees selected as resistant or susceptible to ash dieback we have developed a rapid MRM monitoring method based on ~30 discriminant metabolites to identify tolerant ash trees for breeding purposes. Method completed October 2021 but need to test o nenvironmental samples post-budding summer of 2022.","Biological samples","","","No","2021","Too early to test. Need leaf samples form the wider environment to test. Aim to do this in 2022 resource pending. Signigicant impact ofCovid prevented environmental sampling 2021.",,"622af39ee5b570.43420526","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=622af39ee5b570.43420526&grantRef=BB%2FR018944%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/R018944/1","D9B7EFD5-C981-4CDC-98F3-9E5D8F074C82","2512EF1C-401B-4222-9869-A770D4C5FAC7","B6FB652A-60C3-48DD-9A33-075D1F759B48","E48311FF-8205-491A-98D6-A6C82D03D4EA"
"NERC","NE/J014818/1","Research Grant","Research Tools and Methods","Cardiff University","School of Biosciences","Durance","Isabelle","","Cascading streams","4 artificial cascading streams were built in upland Wales to increase capacity for monitoring of upland streams. It is possible to control flow and temperature of the cascades, which can also be re-circulated. Constant monitoring of temperature, flow, light, and oxygen. The streams are set in the two dominant upland habitats (2 replicates in moorland catchments, and 2 replicates in conifer forest catchments). This experimental facility is the first of its kind, and is fed by gravity.","Improvements to research infrastructure","","","Yes","2016","Cascades have been used in summer 2013 to do re-circulating experiments to test the impact of microbial biodiversity on regulating DOC content in stream water - a major issue for Water companies. 
Flumes used by eDNA project at Bangor Uni.","http://nerc-duress.org/?page_id=11","54625a40eb9e95.06058564","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=54625a40eb9e95.06058564&grantRef=NE%2FJ014818%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J014818/1","02CB3FD5-48A4-4461-8229-1A493CC0A010","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","9C10D78F-6430-4CA7-9528-B96B0762A4C6","07789FF1-C972-4C46-90E7-4FDDF1E58099"
"EPSRC","EP/K000446/2","Research Grant","Research Tools and Methods","University of Sheffield","Mechanical Engineering","Gibbins","Jonathan","","UKCCSRC Call 1 Project C1-26 - Gas Turbine Research Centre Oxygen delivery system","Oxyfuel gas turbine delivery system for pressurised combustion testing. This is now a fully-installed capability at the Cardiff University Gas Turbine Research Centre and can be used for a variety of oxygen related projects, including CCS low-NOX combustion and rocket development activities.","Improvements to research infrastructure","","","No","","-","http://www.cu-gtrc.co.uk/content/8","56d86534923071.45616021","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=56d86534923071.45616021&grantRef=EP%2FK000446%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K000446/2","209A1667-A0A9-4BD2-AE81-D18E6DEEF424","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","2DA15EF0-6300-4D75-BF93-17D7432E6AD4"
"NERC","NE/F00608X/1","Research Grant","Research Tools and Methods","Newcastle University","Civil Engineering and Geosciences","Graham","David","","Multiplex qPCR of soil samples for antibiotic resistance genes","Prior to this project, no one had used multiplex qPCR for resistance genes enumeration in highly organic Arctic soils. We developed a method for extracting the organics that normally obstruct qPCR application, which allowed us to use the method for peatland, tundra and other complex matrices.","Biological samples","","","Yes","2014","We are now actively cooperating with two groups in China with the method and will use the methods on a new Arctic project proposal, if needed.",,"56dd9f1beaf1c2.01980011","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=56dd9f1beaf1c2.01980011&grantRef=NE%2FF00608X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/F00608X/1","C9EE320A-3D1B-447B-A334-BC91B61C6901","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","8B74A45B-7B93-4B3D-9D2C-5C7229441EEF"
"NERC","NE/J01446X/1","Research Grant","Research Tools and Methods","Newcastle University","Civil Engineering and Geosciences","Graham","David","","Multiplex qPCR of soil samples for antibiotic resistance genes","Prior to this project, no one had used multiplex qPCR for resistance genes enumeration in highly organic Arctic soils. We developed a method for extracting the organics that normally obstruct qPCR application, which allowed us to use the method for peatland, tundra and other complex matrices.","Biological samples","","","Yes","2014","We are now actively cooperating with two groups in China with the method and will use the methods on a new Arctic project proposal, if needed.",,"56dd9f1beaf1c2.01980011","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=56dd9f1beaf1c2.01980011&grantRef=NE%2FJ01446X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J01446X/1","0A257B36-CCB6-4CA5-BD94-F3F039F16063","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","8B74A45B-7B93-4B3D-9D2C-5C7229441EEF"
"EPSRC","EP/J010731/1","Research Grant","Research Tools and Methods","University of Leeds","Sch of Chemistry","Bon","Robin","http://orcid.org/0000-0003-1733-3680","methylene blue SAM","A long chain alkanethiol-oligoethyleneglycol modified with the redox-active group methylene blue","Technology assay or reagent","","","Yes","2013","-initial results for a new grant application in electrochemical detection of environmental contaminants
-paper in Sensing and Biosensing Research
-paper in Analytical Chemistry","http://pubs.acs.org/doi/abs/10.1021/acs.analchem.6b04790","546220f1923908.03235608","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=546220f1923908.03235608&grantRef=EP%2FJ010731%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J010731/1","BE7A4548-98E8-4285-B44F-0E269EDDF1F6","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","569FB0C3-8F4A-4EFE-BE5C-4CB255A3799F"
"NERC","NE/P02095X/1","Research Grant","Research Tools and Methods","NERC British Geological Survey","Environmental Modelling","Lark","Richard","","CEPHaStat collection of R functions for statistical analysis","CEPHaStat is a collection of R functions for use in Conservation Agriculture research. It is currently under development, and the objective is to release it as an open R library. At present it includes some summary statistics tools including the octile skewness, Tukey fences and other statistics either not available in common R packages or embedded in graphical outputs. It also includes some specialist functions including geostatistical methods, mixed model fitting of water retention curve parameters and a function for maximum likelihood fitting of normal or log-normal distributions to censored data.

CEPHaStat_2 was released in May 2020 for use in project training with some revisions and additional functions. Mr Chawezi Miti, University of Zambia, produced some new functions in 2020 for colleagues, and these are to be added to a release of CEPHaStat_3 by June 2021.","Improvements to research infrastructure","","","No","2019","CEPHaStat has been used by project staff. It has also been distributed and used by researchers at University of Nottingham, Addis Ababa University, Fauji Fertilizer Company (Pakistan), University of Zimbabwe and University of Zambia for use in projects on the prediction of soil properties for land-use assessment in Zambia, studies on nanoparticle impacts in soil, studies on geochemical determinants of home range in elephants, studies on micronutrient biomarker status at national scale in Ethiopia, studies on potentially harmful element concentrations in vegetables in Zimbabwe, and the analysis of experiments on biofortification of wheat with zinc in Pakistan.

As from 2021 CEPHaStat functions are being embedded in an online tool which is being developed by British Geological Survey, University of Nottingham and other collaborators in the MAPS project funded by the Bill and Melinda Gates Foundation (Micronutrient Action Policy Support, Investment INV-002855). This will allow stakeholders access to national-scale micronutrient data for the development and testing of interventions to address hidden hunger. It will also allow users to integrate their own data with other data on the platform.",,"5e6224e18cb8b8.17913938","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5e6224e18cb8b8.17913938&grantRef=NE%2FP02095X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P02095X/1","33DABC16-5003-4E2B-87B3-7A8E26180DF0","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","7ADE0AB2-1050-4241-987D-F3B1C3322E05","B226F129-E6D2-4A38-9E28-EA4AFF59A776"
"NERC","NE/P02095X/1","Research Grant","Research Tools and Methods","NERC British Geological Survey","Environmental Modelling","Lark","Richard","","Statistical Checklist for Planning Experiments","This document presents a checklist to be used when planning experiments. It is produced initially for the use of Working Groups of the CEPHaS project, but is also offered as a wider resource for capacity strengthening in conservation agriculture research. 
This checklist is not a substitute for a discussion with a statistical advisor prior to committing to a particular experimental design. Rather it is intended that it should help identify possible issues which a particular experiment might face, and to facilitate discussion with a statistician by ensuring that key issues have been thought about in advance. In the context of the CEPHaS project it is proposed that this checklist be completed and responses recorded in a separate document and sent to the co-leads of Working Group 4 (Murray Lark and Joseph Chimungu) along with any additional commentary as a basis for consultation and advice.","Improvements to research infrastructure","","","Yes","2018","This checklist has been used in a project based in Ethiopia and Malawi, funded by the Bill and Melinda Gates Foundation, to facilitate planning of experiments to assess impact of different agronomic biofortification practices on the micronutrient status of staple crops in those countries.","http://nora.nerc.ac.uk/id/eprint/519477","5a9944c3beba60.55255772","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5a9944c3beba60.55255772&grantRef=NE%2FP02095X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P02095X/1","33DABC16-5003-4E2B-87B3-7A8E26180DF0","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","7ADE0AB2-1050-4241-987D-F3B1C3322E05","B226F129-E6D2-4A38-9E28-EA4AFF59A776"
"NERC","NE/I008063/1","Research Grant","Research Tools and Methods","University of Edinburgh","Sch of Geosciences","Doherty","Ruth","http://orcid.org/0000-0001-7601-2209","MCDA tool","Multi Criteria Decision Analysis (at LSHTM) to used moe4lled air pollution data and health outcomes to compare different policy options as associated by different criteria e.g for human health years of life lost.","Improvements to research infrastructure","","","No","","Development of a tool for policy option evaluation.
paper in prep Chalabi et al. (2016)",,"56deb9fbe50c15.70517458","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=56deb9fbe50c15.70517458&grantRef=NE%2FI008063%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/I008063/1","99BBEE9B-6F11-419E-837B-6C8A6972B091","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","1B3D75A4-FFA6-4F13-B9A8-E83939434767"
"AHRC","AH/N007387/1","Research Grant","Research Tools and Methods","Cardiff University","Welsh School of Architecture (ARCHI)","Hardy","Adam","","Rapid Mapping for Public Consultation in Heritage Planning","The project aimed to develop methods for enhancing interaction between occupants, developers and planners in a city that has almost no accurate maps. This aim to develop community participation in conservation management has a significant legacy in both theory and practice. Here rapid prototype models, both physical and digital were used to record participant contributions, oral histories and over-layered timetables. The aim to transcribe these to a 3D model for public consultation was tested in the context of a small 'Chowk' or public node in the city. The extent of the space leads from a crowded road intersection surrounded with shops and businesses, through courtyards of an adjoining nineteenth century 'Haveli' or courtyard house and beyond that to its private shrine. Ethnographic methods were also used to collect data, and architectural conventions to model and map it.","Improvements to research infrastructure","","","Yes","2016","See main impact section.","https://www.cardiff.ac.uk/research/explore/find-a-project/view/the-historic-city-of-ajmer-pushkar-mapping-layers-of-history-use-and-meaning-for-sustainable-planning-and-conservation","58c0205502ce72.19970046","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=58c0205502ce72.19970046&grantRef=AH%2FN007387%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=AH/N007387/1","D25B35A6-B141-465F-805F-B24186D076A5","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","9C10D78F-6430-4CA7-9528-B96B0762A4C6","25A9C0AB-C6AB-4675-9309-6C99E54BC6B7"
"EPSRC","EP/R002630/1","Research Grant","Research Tools and Methods","University of Glasgow","School of Physics and Astronomy","Gibson","Graham","","Flatfield Active Illumination","Created a flatfield active illumination system for our gas imaging camera. Illumination system comprised of InGaAs laser diodes, wavelength tuned to a methane absorption, and engineered diffusers. Flat, even illumination profiles were created over a square region which was matched to the field of view of the IR sensing camera.","Technology assay or reagent","","","No","2018","Gas images acquired from the GasSight camera are now less noisy. Better reliability of gas detection over the full field of view of the camera.",,"5ac4f5bc82c192.12267663","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5ac4f5bc82c192.12267663&grantRef=EP%2FR002630%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/R002630/1","4395F9D9-09E5-46A6-AC7A-75EB8F8E0839","798CB33D-C79E-4578-83F2-72606407192C","AE58F21F-3622-4382-97BB-1359BD183E9F","B8FF05C8-C8E4-4A5A-B9B6-286DDF0B57DF"
"BBSRC","BB/S004203/1","Research Grant","Research Tools and Methods","University of Essex","Life Sciences","Cameron","Thomas","","NOSy - non invasive oyster sensor","This funding was to develop NOSY from a lab based tool into a field research tool. The non-confidential part of NOSy is a magnet based bivalve shellfish valvometry sensor. We have developed a product that integrates this technology with other technology so it can be used by aquaculture and research end users.","Improvements to research infrastructure","","","No","2019","We can now collect data on semi-free living shellfish in a coastal and estuarine environment. We are have conducted field trials and gathering evidence of impact in two areas including commercial and assisting governance",,"5e624cc1deda42.49821435","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5e624cc1deda42.49821435&grantRef=BB%2FS004203%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/S004203/1","0B47B1D0-0B8F-46BE-8CB7-7A4E79A0C087","2512EF1C-401B-4222-9869-A770D4C5FAC7","ED6A6B32-663C-4A62-A33B-2C6A68E2E102","6618AF9D-483E-4207-A43F-587F90868DC5"
"NERC","NE/N012569/1","Fellowship","Research Tools and Methods","University of East Anglia","Environmental Sciences","Wallace","Craig","","Daily temperature sampling module","Extension to ClimGen climate scenario generator: a ForTran module to produce daily temperature values (globally) has been written. The module operates when supplied with IPCC climate model parameters. The parameters themselves are currently being calculated as a separate work item under the same award.","Improvements to research infrastructure","","","No","","Daily temperature will be available",,"56d6c1538c0394.22930456","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=56d6c1538c0394.22930456&grantRef=NE%2FN012569%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N012569/1","C7021071-EFCE-4F3E-B362-FB60BC1E9EDB","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","5A978667-CB6C-4F7C-A6F9-01184AE312DD"
"EPSRC","1948919","Studentship","Research Tools and Methods","University of Surrey","Civil and Environmental Engineering",,,"","In-pram babies exposure assessment toolkit","• Developed novel classification methods for various types of prams based on number of wheels and in-pram baby seating capacity. 
• Developed novel scripts for data refining, time averaging and statistical analysis incuding statistical analysis in open access R-programming language and software.
• Developed Laboratory Filter Testing Experiment Set-up for testing efficacy of filtering face-mask used for protection against common air pollution and infectious viruses such 
 as Coronavrus (COVID-19).
• Developed simplified scripts in R-programming for assessing the statistical air pollution exposure modelling of babies in prams based on various scenarios such as in-pram 
 baby sitting height, and meteorological factors.","Physiological assessment or outcome measure","","","No","2020","- Reducing uncertainty in in-pram babies exposure compared to exposure of adults
- Comparison of in-pram babies' exposure in different scenarios including different types of prams (such as single versus double pram; facing parent versus facing roadside), use of pram cover
- Laboratory based filter testing experimental setup which capable of quantifying efficacy of different types of face-masks commonly used for protection form air pollution exposure and viruses such as novel corona-virus (COVID-19)",,"5e679681012dd4.88614249","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=5e679681012dd4.88614249&grantRef=1948919","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=1948919","45A7AC92-5FFB-447B-985D-243E95355351","798CB33D-C79E-4578-83F2-72606407192C","67B34D05-3A52-4A09-8FF9-F2398D60E246",
"BBSRC","BB/L01985X/1","Research Grant","Research Tools and Methods","University of Oxford","Oxford Physics","Berry","Richard","","Staining-free detection of Malaria","Food vacuoles of Malaria parasites living inside host erythrocytes contain crystals of the brown pigment hemozoin, which can reach a few hundred nm in size. The parasite forms hemozoin by depositing free heme, a product of hemoglobin decay which is toxic to the parasite, thus sequestering it from its cells. Our device allows detection of this pigment with a very high signal to noise ratio reaching 50 to 1, which opens up the possibility of automatic detection of the infection","Biological samples","","","No","","Our technique may lead to development of a portable cheap detection device, which would allow staining-free detection of malaria","http://www.nature.com/articles/srep20729","58bcb3a5254920.57142622","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=58bcb3a5254920.57142622&grantRef=BB%2FL01985X%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/L01985X/1","A3AC369F-6475-40F9-8FFF-A057BD8A6B27","2512EF1C-401B-4222-9869-A770D4C5FAC7","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","EA00A299-10A4-43F9-A503-ACEC833268D1"
"ESRC","ES/S002170/2","Research Grant","Research Tools and Methods","University of Kent","Kent Sch of Architecture","Caputo","Silvio","http://orcid.org/0000-0002-8344-0321","Data base","The data base includes quantitative and qualitative data gathered between 2019 and 2020, shared by the research team, uploaded on an online platform and backed up on the University of Kent research repository. These data document food productivity, resource consumption and impact on the personal wellbeing of farmers interviewed in the course of the project. The size of this data base is significant (about 40,000 entries). It constitute invaluable evidence which can be used for future projects and in policy. The data base will be available upon request at the end of the project, which - for the US partners is scheduled for December 2022.","Improvements to research infrastructure","","","No","2022","The database is not available yet. Two key articles are in preparation and will be soon submitted. They summarise the database and expand it by adding results of LCA developed for each of the 74 case studies. The articles will be published open access. The whole database will be made available upon request at the completion of the project, which for the US partners will be in December 2022.",,"622f4373c240d9.57134769","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=researchmaterial&outcomeId=622f4373c240d9.57134769&grantRef=ES%2FS002170%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/S002170/2","0D7C55C7-BE68-4FC1-B5F2-41174DC6DF77","924BE15C-91F2-4AAD-941A-3F338324B6AE","C6D0044A-2CD2-4167-B90B-922AF53E361F","E79522F1-4ACF-48F8-821E-80A935D7F23E"
