"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Company Name","Description","Year Established","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"NERC","NE/L002930/1","Fellowship","Spin Outs","University of Leicester","Physics and Astronomy","Leigh","Roland","","EarthSense Systems Ltd","EarthSense is a joint venture between the University of Leicester and Bluesky International Ltd designed to meet the needs of the growing air quality monitoring market.
 
We aim to deliver products that enable the world to visualise and solve its air quality issues.
 
We enable policy makers, planners and those responsible for delivering results access to data in a way that enables them to create scenarios which can lead to truly deliverable solutions on the ground.","2016","Only 6 months old at present. Commercialising outputs from ESA and UKSA programmes. Currently engaged in a Healthy New Towns initiative for the NHS among other things.","http://www.earthsense.co.uk","58c862a3b756c7.16462479","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=58c862a3b756c7.16462479&grantRef=NE%2FL002930%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/L002930/1","021B123C-5B00-4AB6-BF41-97AF3243FFD6","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","C842A34F-18F7-454D-A259-FED802368496","6544D2C7-8C25-460B-909D-8F12C7A7F850"
"BBSRC","BB/I008187/1","Research Grant","Spin Outs","University of Reading","Pharmacy","Connon","Che","","CELLULAREVOLUTION LIMITED","There are a number of well-established and emerging commercial markets exploiting scientific advances in growing living cells to 'manufacture' new products, including pharmaceutical drugs, stem cells, gene therapies and cell-based meat. Companies working on these developments are addressing some of the major challenges facing the world over the coming decades, such as global hunger, global warming and pandemic threats.

Many of these applications rely on the use of Adherent cells - cells requiring a solid surface on which to grow, such as the bottom of a culture flask. There are currently two challenges that are limiting the development of companies that need to grow adherent cells:

• The use of animal-derived components - leading to the potential for contamination, high cost and batch-to-batch variability. There is currently insufficient availability of these products to meet demand. Their use is also not current Good Manufacturing Practice (cGMP) compliant and can be ethically controversial.

• The limitations of traditional batch cell culture - resulting in batch bioprocessing techniques for the culture of adherent cells that cannot meet current demands, creating a significant bottleneck to the future commercial potential of companies that produce or use adherent cells.

CellulaREvolution has been set up to commercialise on-going research by Professor Che Connon, Dr Martina Miotto and their colleagues within the Institute of Genetic Medicine at Newcastle University to address both of these challenges.

The core technology is protected by know-how. This includes the preparation/formulation of coatings and a novel coating process. These products have taken three years to date to develop. The process behind the technology is non-trivial and it would not be obvious to someone skilled in the art to be able to replicate the technology. Further IP will be generated as the technology continues to mature and in co-development with customers.","2018","received innovateUK funding supported the development of an ECR (Dr Miotto) who has gained experience in starting a business BioProcessUk poster award for potential new technology Employing 2 people","https://cellularevolution.co.uk","5c5031bddb4ce3.01138759","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5c5031bddb4ce3.01138759&grantRef=BB%2FI008187%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/I008187/1","9C04CA77-4479-4034-9333-47E702758FAF","2512EF1C-401B-4222-9869-A770D4C5FAC7","E89C3602-0FB4-4044-A918-58966B8A10B2","D3E3D133-1E85-47C0-8DDB-D90CB8795ED7"
"BBSRC","BB/I008187/2","Research Grant","Spin Outs","Newcastle University","Institute of Human Genetics","Connon","Che","","CELLULAREVOLUTION LIMITED","There are a number of well-established and emerging commercial markets exploiting scientific advances in growing living cells to 'manufacture' new products, including pharmaceutical drugs, stem cells, gene therapies and cell-based meat. Companies working on these developments are addressing some of the major challenges facing the world over the coming decades, such as global hunger, global warming and pandemic threats.

Many of these applications rely on the use of Adherent cells - cells requiring a solid surface on which to grow, such as the bottom of a culture flask. There are currently two challenges that are limiting the development of companies that need to grow adherent cells:

• The use of animal-derived components - leading to the potential for contamination, high cost and batch-to-batch variability. There is currently insufficient availability of these products to meet demand. Their use is also not current Good Manufacturing Practice (cGMP) compliant and can be ethically controversial.

• The limitations of traditional batch cell culture - resulting in batch bioprocessing techniques for the culture of adherent cells that cannot meet current demands, creating a significant bottleneck to the future commercial potential of companies that produce or use adherent cells.

CellulaREvolution has been set up to commercialise on-going research by Professor Che Connon, Dr Martina Miotto and their colleagues within the Institute of Genetic Medicine at Newcastle University to address both of these challenges.

The core technology is protected by know-how. This includes the preparation/formulation of coatings and a novel coating process. These products have taken three years to date to develop. The process behind the technology is non-trivial and it would not be obvious to someone skilled in the art to be able to replicate the technology. Further IP will be generated as the technology continues to mature and in co-development with customers.","2018","received innovateUK funding supported the development of an ECR (Dr Miotto) who has gained experience in starting a business BioProcessUk poster award for potential new technology Employing 2 people","https://cellularevolution.co.uk","5c5031bddb4ce3.01138759","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5c5031bddb4ce3.01138759&grantRef=BB%2FI008187%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/I008187/2","67B17D9C-9FC9-4AB2-95E9-C929DE568956","2512EF1C-401B-4222-9869-A770D4C5FAC7","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","D3E3D133-1E85-47C0-8DDB-D90CB8795ED7"
"EPSRC","EP/K005693/1","Fellowship","Spin Outs","University of Sheffield","Materials Science and Engineering","Holland","Christopher","","SPINTEX ENGINEERING LIMITED","Spintex, a spin out from the University of Oxford, manufactures pure and tough silk fibres and materials for medical devices and regenerative medicine. Poorly chosen materials have caused numerous healthcare problems for patients, but silk is widely considered a fantastic choice due to its compatibility and excellent properties. Our unique technology is unparalleled in the world and is a sustainable, low cost, low energy manufacturing route. Our platform can create bespoke, next generation fibres and materials, for a multitude of healthcare problems, with potential for nerve regeneration, device coatings and artificial tendons, among others.","2018","This company is looking to use it's independently developed IP to produce improved silk materials. In recgonition for his contribution to the wider field of silk processing Dr. Holland was asked to help with consultation and founding of this company.","https://www.spintex.co.uk/","5d2f0ecdcacba3.69626620","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5d2f0ecdcacba3.69626620&grantRef=EP%2FK005693%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K005693/1","C91507B4-93A2-4E85-81ED-99CF8F817F1D","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","8A82C02C-9369-4386-BC64-F1464334E6ED"
"NERC","NE/G015015/1","Fellowship","Spin Outs","University of Leeds","School of Earth and Environment","Spracklen","Dominick","","United Bank of Carbon","Not-for-profit registered charity","2009","UBoC facilitated &pound;1.8 million public and private sector investment in forest conservation, managed 15 forest conservation projects worldwide and contributed to the protection of over 250,000 hectares of the world's forests.","http://www.unitedbankofcarbon.com","5463391c40c9f9.90370148","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5463391c40c9f9.90370148&grantRef=NE%2FG015015%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/G015015/1","DA5800CB-A82B-44D5-AB2A-EF98E745A045","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","83D87776-5958-42AE-889D-B8AECF16B468","7DADCA6A-5D14-4265-BFD2-A762478F8BDD"
"EPSRC","EP/R026092/1","Research Grant","Spin Outs","University of Surrey","Surrey Space Centre Academic","Sweeting","Martin","","AI4SPACE LTD","AI4SPACE specializes in software-defined solutions and services to enable visual navigation for spacecraft with a wide range of orbital applications such as in-orbital servicing, assembly, and active debris removal, etc.","2021","The company is founded by Prof. Yang Gao that spins out from the multi-award winning research lab (STAR LAB) led by her at Surrey Space Centre at University of Surrey. A flagship product of the company is machine learning based pose estimation technique using monocular camera, which offers significant reduction in cost, power and size compared to the state-of-the-art solutions hence a more sustainable solution. This technology is based on the research algorithm developed by Prof Gao's team that is ranked top 3 in the ESA-Stanford Pose Estimation Challenge. The company has been granted ~&pound;300k (01/05/2022-30/04/2023) from InnovateUK to help develop our business and flagship product. There is further investor funding under development for the new business.",,"62026e1c98b2a1.77329965","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=62026e1c98b2a1.77329965&grantRef=EP%2FR026092%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/R026092/1","457241AE-C128-491E-B983-117B885CA640","798CB33D-C79E-4578-83F2-72606407192C","67B34D05-3A52-4A09-8FF9-F2398D60E246","9FF99875-5B49-47F2-B6A8-E4AC2B3ED926"
"ESRC","ES/N007301/1","Research Grant","Spin Outs","University College London","UCL Institute for Global Prosperity","Toivonen","Tuukka","","CREATIVE FRICTION LTD","Creative Friction Ltd helps organisations build, shape and sustain creative communities, to drive innovation, inclusion and social change. The company was inspired by the research linked to this ESRC-funded project, although the key research and consulting concepts it employs are distinct from the core concepts of our research (e.g. creative interactions)","2017","This company has worked with clients such as Sitra (to evaluate their historic 'Ratkaisu 100' social challenge competition in Finland and derive and share lessons for future social innovation initiatives) and the British Council (to evaluate the work and impacts of Philippines-based creative hubs, and to subsequently generate new e-learning content for creative hub managers and community leaders worldwide). The company is helping organisations to better understand, capture and document their 'creative value added' in a way that other companies have not attempted before.","http://www.creativefriction.xyz","608616348194b7.64522191","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=608616348194b7.64522191&grantRef=ES%2FN007301%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/N007301/1","38495204-B3D5-4896-9EE7-B2E01E896BDF","924BE15C-91F2-4AAD-941A-3F338324B6AE","3A5E126D-C175-4730-9B7B-E6D8CF447F83","ED62B310-1100-4E28-93C0-A22DFD803786"
"EPSRC","EP/J020990/1","Research Grant","Spin Outs","University College London","Computer Science","Alexander","Daniel","","QUEEN SQUARE ANALYTICS LIMITED","Current focus in on facilitating imaging trials in multiple sclerosis. Specifically it uses disease subtypes from the SuStaIn algorithm (Young et al Nature Comms) derived from large MS patient data sets (Eshaghi et al Nature Comms 2021) for patient stratification which helps to predict treatment response.","2020","Not yet","https://www.queensquareanalytics.com","604876262bd367.65177808","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=604876262bd367.65177808&grantRef=EP%2FJ020990%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/J020990/1","A2B6253B-B41E-4043-98DC-50AC729E921D","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","46015271-9BA9-4097-9043-5125FEB722C2"
"BBSRC","BB/L022508/1","Research Grant","Spin Outs","University of Leicester","Genetics","Louis","Edward","http://orcid.org/0000-0003-1157-3608","Phenotypeca Ltd","Phenotypeca provides novel biologics production strains of the regulatory friendly baker's yeast, Saccharomyces cerevisiae for the manufacture of biologicals.

We offer world leading yeast technology to rapidly provide cost-effective production strains optimised for specific biotechnology processes. This is achieved by harnessing the natural diversity in up to a billion different yeast cells to identify those with the ideal phenotypes and performance characteristics for industrial process conditions.

Working with our customers we aim to improve access to life-saving medicines and promote sustainable manufacturing. With baker's yeast now fully established for the safe and economic production of FDA approved biologics, such as insulins and vaccines, our technology is ideal for taking bioprocesses to the next level.","2018","As a recent startup there is limited impact at the moment. There are 6 salaried employees, one full time research scientist, a scientific officer, a research director, business director and tech support. An Innovate UK award for proof of principle was awarded in January 2020 which subcontracts some work to the University lab in Leicester.","https://phenotypeca.com/","5e68a77e41e391.66281102","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5e68a77e41e391.66281102&grantRef=BB%2FL022508%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/L022508/1","6645685F-A209-4D7F-B725-6D6969C67CC8","2512EF1C-401B-4222-9869-A770D4C5FAC7","C842A34F-18F7-454D-A259-FED802368496","6696A5DB-DE6D-4092-A0CC-999C86135129"
"EPSRC","EP/M020533/1","Research Grant","Spin Outs","University College London","Computer Science","Alexander","Daniel","","QUEEN SQUARE ANALYTICS LIMITED","Current focus in on facilitating imaging trials in multiple sclerosis. Specifically it uses disease subtypes from the SuStaIn algorithm (Young et al Nature Comms) derived from large MS patient data sets (Eshaghi et al Nature Comms 2021) for patient stratification which helps to predict treatment response.","2020","Not yet","https://www.queensquareanalytics.com","604876262bd367.65177808","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=604876262bd367.65177808&grantRef=EP%2FM020533%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/M020533/1","40E828DF-FC23-449E-97E1-DC5B70731DAE","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","46015271-9BA9-4097-9043-5125FEB722C2"
"BBSRC","BB/R013381/1","Research Grant","Spin Outs","University of Leicester","Genetics","Louis","Edward","http://orcid.org/0000-0003-1157-3608","Phenotypeca Ltd","Phenotypeca provides novel biologics production strains of the regulatory friendly baker's yeast, Saccharomyces cerevisiae for the manufacture of biologicals.

We offer world leading yeast technology to rapidly provide cost-effective production strains optimised for specific biotechnology processes. This is achieved by harnessing the natural diversity in up to a billion different yeast cells to identify those with the ideal phenotypes and performance characteristics for industrial process conditions.

Working with our customers we aim to improve access to life-saving medicines and promote sustainable manufacturing. With baker's yeast now fully established for the safe and economic production of FDA approved biologics, such as insulins and vaccines, our technology is ideal for taking bioprocesses to the next level.","2018","As a recent startup there is limited impact at the moment. There are 6 salaried employees, one full time research scientist, a scientific officer, a research director, business director and tech support. An Innovate UK award for proof of principle was awarded in January 2020 which subcontracts some work to the University lab in Leicester.","https://phenotypeca.com/","5e68a77e41e391.66281102","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5e68a77e41e391.66281102&grantRef=BB%2FR013381%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/R013381/1","B11ADB70-7BEE-4EA5-8C40-E027E2BB7DBD","2512EF1C-401B-4222-9869-A770D4C5FAC7","C842A34F-18F7-454D-A259-FED802368496","6696A5DB-DE6D-4092-A0CC-999C86135129"
"EPSRC","EP/N010779/1","Research Grant","Spin Outs","University of Southampton","Faculty of Engineering & the Environment","Bahaj","A.","http://orcid.org/0000-0002-0043-6045","ABSOLAR SOLUTIONS LTD","Building on PhD research outcomes of Dr Phil Wu, Absolar was founded in 2020 with the mission to address the ever-increasing challenges of the climate crisis. Since its launch, Absolar has received a wide range of support including the University of Southampton and the Royal Academy of Engineering. In 2020, the Royal Academy of Engineering's Enterprise Fellowship provided &pound;60,000 equity-free funding, a tailored training programme and mentors to support Absolar's early stage development. 
Using AI and GIS technologies, Absolar is able to evaluate the feasibility of buildings in adopting solar panels at the highest accuracy.","2019","Absolar is currently carrying out a feasibility study for a major local employer","https://ab.solar/","5e658998bd0c65.67261509","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5e658998bd0c65.67261509&grantRef=EP%2FN010779%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N010779/1","C3DE9935-0C5A-4579-8546-B3CB14060B69","798CB33D-C79E-4578-83F2-72606407192C","30A429E3-83B7-4E41-99C0-14A144F07DFE","6C185A45-9A81-4B79-9B79-534DE1D30896"
"BBSRC","BB/K004573/1","Research Grant","Spin Outs","Bangor University","Biocomposites Centre","Charlton","Adam","","Suprex Ltd","A spin-out of Bangor University's internationally acclaimed C02 Lab, Suprex specialises in the development of applications of supercritical CO2The company carries out contract research and processing at laboratory, pilot plant and commercial scale at its new site in Caernarfon. It is supported by excellent analytical facilities to promote the development and implementation of green and sustainable chemistry into new products and processes, and has one of the most versatile small-scale CO2 process plants in the UK. These facilities and technologies are available to commercial companies and academic groups and we welcome collaborative research projects. The principal activities of the company are:
 Extraction and fractionation of solid and liquid materials
 Reactions in supercritical CO2 using biocatalysts
 Production of ultraclean materials
 Impregnation of solid materials","2016","The CO2 processing is supported by a range of pre-treatment techniques for biomass and additional downstream processing such as molecular distillation. The company is continuously extending its range of processes and scale and the new premises have extensive expansion capacity. Suprex Ltd works closely with its commercial and academic clients to ensure that project work or processing delivers the expected outcomes and costs are kept to a minimum. Suprex is a joint venture between Phytovation Ltd and Bangor University.","http://www.suprex.uk","58a47ff2a0f056.88471710","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=58a47ff2a0f056.88471710&grantRef=BB%2FK004573%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/K004573/1","C8719215-1ADD-4C87-AA7E-50D3333CB2B1","2512EF1C-401B-4222-9869-A770D4C5FAC7","F9F1D136-12E3-4BE4-9668-0C9BC4A7C1BF","ABBC3989-BBAF-487E-8453-9FD2A8C3BCF2"
"EPSRC","EP/P007767/1","Research Grant","Spin Outs","University of Cambridge","Chemistry","Grey","Clare","http://orcid.org/0000-0001-5572-192X","CHROMOSOL LIMITED","Silicon Photonics is the future of high speed data networks. Although virtually all long distance data transfer is sent at the speed of light down optical fibres, the technology required to do this is too expensive for many shorter distance links. As such datacentres, which currently consume about 3% of the world's electricity generation and are responsible for around 2% of all greenhouse gas emissions, are forced to rely on electrical connections for much short range data transfer, an energy intensive process which also provides a bottleneck in the data transfer rate.","2017","Chromosol has developed a new range of laser materials derived from novel chemistry which can be deposited directly onto photonic integrated circuits (PICs) in order to allow the integration of lasers and provide distributed gain to allow low power, low cost and higher speed data connections.","https://www.chromosol.com/","5e68efed8b0906.78763534","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5e68efed8b0906.78763534&grantRef=EP%2FP007767%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P007767/1","23F3AECA-8059-4F4D-B15B-6A48CB831189","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","1975679B-3268-4906-B033-6E291FDDDCB4"
"EPSRC","EP/I028455/1","Research Grant","Spin Outs","University of East Anglia","Computing Sciences","Finlayson","Graham","","Spectral Edge Ltd","Spectral Edge Ltd is a company operating in the area of Image Fusion. Its aim is to develop and further extend the image fusion work developed in I028455 and E012248. While the technology developed can be applied to many domains (remote sensing, defense, medical imaging) the current and medium term focus of the company is in visual accessibility (see eyeteq.com), fusion for enhanced photography and surveillance.

The company is based in Cambridge, has to date raised about &pound;2 million in venture capital and has 6 FTE employees.","2012","The company is in an early technological development stage and we expect commercialization to begin in 2016. However, the visual accessibility s/w - for colour deficient observers - has been validated in a large third party trial (run by i2media).","http://www.spectraledge.co.uk","56d74aae2589b5.08712348","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=56d74aae2589b5.08712348&grantRef=EP%2FI028455%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/I028455/1","B3BC2D43-EE2F-43B9-AFE1-552981B434B4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","2A5C593E-43C3-4E03-9530-990C61A80560"
"NERC","NE/I022183/1","Research Grant","Spin Outs","University of Edinburgh","Sch of Geosciences","Patenaude","Genevieve","","Quosient Ltd.","Quosient Ltd (SC644175, trading as Earth Blox) was incorporated on the 10th of October 2019. We have created a prototype (TRL5) and with funding from the Innovate UK ICURe programme (Innovation-to-Commercialisation of University Research), we validated our business proposition worldwide (Sept-Dec 2019). 
Our Earth Blox innovation (US Patent Office, Application No. 62/958,657, 08/01/20) lies in the complete removal of coding skills, making space data accessible to the masses, globally. 

Our vision is to remove the barriers preventing widespread adoption of global satellite data. Earth Blox democratises the power of satellite data and intelligence, by leveraging the power of cloud processing without the need for computer coding or high level Earth-observation expertise. It enables the processing of terabytes of planetary scale geospatial data and the creation and download of actionable insights with unprecedented power and ease. With its unique easy-to-use interface, Earth Blox benefits decision-makers in every sector. 

Satellites and planetary-scale data are available at unprecedented rates of acquisition for solving global challenges, ranging from deforestation, urban expansion and large-scale disaster mapping. Yet, while environmental consultancies, supply-chain managers, insurers, retail and decision-makers in public institutions want to access this information, they are hindered by the complexity, cost and skill levels required to exploit the data - Earth Blox removes these barriers. 

The market is desperate for Earth Blox:

'Unequivocally there is a need for this tool' 
G.Cam&acirc;ra, Director, GEO Secretariat (representing 100+ national governments and intergovernmental organizations)

'...I can get this adopted in several companies'
P.Cottle, Head of Forestry, Globe Underwriting. 

'this is really powerful' 
K.Monteath, Regional Director, AECOM.","2019","We have not yet commercialise our technology, so we cannot yet report our impacts","http://blox.earth","5e661e3ed62189.64455509","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5e661e3ed62189.64455509&grantRef=NE%2FI022183%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/I022183/1","843FD259-AD65-4AC9-828D-4E456A9EEA69","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D0B0A976-3651-4CBC-8603-F77621F6066A"
"NERC","NE/J019720/1","Research Grant","Spin Outs","University of Edinburgh","Sch of Geosciences","Patenaude","Genevieve","","Quosient Ltd.","Quosient Ltd (SC644175, trading as Earth Blox) was incorporated on the 10th of October 2019. We have created a prototype (TRL5) and with funding from the Innovate UK ICURe programme (Innovation-to-Commercialisation of University Research), we validated our business proposition worldwide (Sept-Dec 2019). 
Our Earth Blox innovation (US Patent Office, Application No. 62/958,657, 08/01/20) lies in the complete removal of coding skills, making space data accessible to the masses, globally. 

Our vision is to remove the barriers preventing widespread adoption of global satellite data. Earth Blox democratises the power of satellite data and intelligence, by leveraging the power of cloud processing without the need for computer coding or high level Earth-observation expertise. It enables the processing of terabytes of planetary scale geospatial data and the creation and download of actionable insights with unprecedented power and ease. With its unique easy-to-use interface, Earth Blox benefits decision-makers in every sector. 

Satellites and planetary-scale data are available at unprecedented rates of acquisition for solving global challenges, ranging from deforestation, urban expansion and large-scale disaster mapping. Yet, while environmental consultancies, supply-chain managers, insurers, retail and decision-makers in public institutions want to access this information, they are hindered by the complexity, cost and skill levels required to exploit the data - Earth Blox removes these barriers. 

The market is desperate for Earth Blox:

'Unequivocally there is a need for this tool' 
G.Cam&acirc;ra, Director, GEO Secretariat (representing 100+ national governments and intergovernmental organizations)

'...I can get this adopted in several companies'
P.Cottle, Head of Forestry, Globe Underwriting. 

'this is really powerful' 
K.Monteath, Regional Director, AECOM.","2019","We have not yet commercialise our technology, so we cannot yet report our impacts","http://blox.earth","5e661e3ed62189.64455509","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5e661e3ed62189.64455509&grantRef=NE%2FJ019720%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/J019720/1","A0E16A48-97BE-4DBC-98AF-71BBA2ADF50A","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D0B0A976-3651-4CBC-8603-F77621F6066A"
"NERC","NE/M008541/1","Research Grant","Spin Outs","University of Edinburgh","Sch of Geosciences","Patenaude","Genevieve","","Quosient Ltd.","Quosient Ltd (SC644175, trading as Earth Blox) was incorporated on the 10th of October 2019. We have created a prototype (TRL5) and with funding from the Innovate UK ICURe programme (Innovation-to-Commercialisation of University Research), we validated our business proposition worldwide (Sept-Dec 2019). 
Our Earth Blox innovation (US Patent Office, Application No. 62/958,657, 08/01/20) lies in the complete removal of coding skills, making space data accessible to the masses, globally. 

Our vision is to remove the barriers preventing widespread adoption of global satellite data. Earth Blox democratises the power of satellite data and intelligence, by leveraging the power of cloud processing without the need for computer coding or high level Earth-observation expertise. It enables the processing of terabytes of planetary scale geospatial data and the creation and download of actionable insights with unprecedented power and ease. With its unique easy-to-use interface, Earth Blox benefits decision-makers in every sector. 

Satellites and planetary-scale data are available at unprecedented rates of acquisition for solving global challenges, ranging from deforestation, urban expansion and large-scale disaster mapping. Yet, while environmental consultancies, supply-chain managers, insurers, retail and decision-makers in public institutions want to access this information, they are hindered by the complexity, cost and skill levels required to exploit the data - Earth Blox removes these barriers. 

The market is desperate for Earth Blox:

'Unequivocally there is a need for this tool' 
G.Cam&acirc;ra, Director, GEO Secretariat (representing 100+ national governments and intergovernmental organizations)

'...I can get this adopted in several companies'
P.Cottle, Head of Forestry, Globe Underwriting. 

'this is really powerful' 
K.Monteath, Regional Director, AECOM.","2019","We have not yet commercialise our technology, so we cannot yet report our impacts","http://blox.earth","5e661e3ed62189.64455509","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=spinout&outcomeId=5e661e3ed62189.64455509&grantRef=NE%2FM008541%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/M008541/1","7E759D3E-C5AC-4B63-94A9-239260D4B0AC","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2DB7ED73-8E89-457A-A395-FAC12F929C1A","D0B0A976-3651-4CBC-8603-F77621F6066A"
