"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Influence","Type of Influence","Guideline Title","Geographic Reach","Impact","Url","GTR OutcomeId","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"BBSRC","BB/I000305/1","Research Grant","Policy Influence","University of Edinburgh","Sch of Biological Sciences","Stone","Graham","http://orcid.org/0000-0002-2737-696X","Edinburgh Living Landscape Programme","Membership of a guidance committee",,"Local/Municipal/Regional","Through membership of the board of the Edinburgh Living Landscape Programme, I have had a direct impact on the green space management of the City of Edinburgh, encouraging the planting of wildflower meadows with direct impacts on urban biodiversity, public engagement, education and well-being.
The proramme plan can be downloaded here:
https://scottishwildlifetrust.org.uk/.../002__050__publications__Policy_ Futures_Series_1_Living_Landscapes__1292841506.pdf",,"54620b7deb9f97.71327801","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=54620b7deb9f97.71327801&grantRef=BB%2FI000305%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/I000305/1","DD1BBFF0-ABF4-4B23-AB1E-F42E7ABBFFB8","2512EF1C-401B-4222-9869-A770D4C5FAC7","2DB7ED73-8E89-457A-A395-FAC12F929C1A","111A51D9-9DB4-4292-B2E7-7A27561BBAED"
"EPSRC","EP/L024756/1","Research Grant","Policy Influence","Imperial College London","Research Office","Watson","Jim","","Eyre N attended meeting of the Ofgem Sustainable Development Advisory Group, 29th July 2017","Participation in a advisory committee",,"National","Advice to Ofgem on electricity market governance has been well received, resulting in efficiency improvements and wider consumer benefits.","https://www.ofgem.gov.uk/about-us/how-we-engage/environmental-and-sustainability-issues/sustainable-development-advisory-group","5aa6b5e288eda9.69401984","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5aa6b5e288eda9.69401984&grantRef=EP%2FL024756%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/L024756/1","37087D77-8215-4F4B-A0C8-1C8533F7733A","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","42194FFD-CD1D-4108-92D9-75CD034D8F86"
"EPSRC","EP/R032041/2","Research Grant","Policy Influence","University of Exeter","Business and Management","Charnley","Fiona","","Department for Business, Energy & Industrial Strategy- Sustainable Manufacturing Policy Session","Participation in a advisory committee",,"Multiple continents/international",,,"5e5c228b22f848.55100022","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e5c228b22f848.55100022&grantRef=EP%2FR032041%2F2","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/R032041/2","764B5AA3-F4B7-470D-951D-615F289EFFB0","798CB33D-C79E-4578-83F2-72606407192C","961756BF-E31F-4A13-836F-0A09BA02385C","2E1E45CF-D121-4F47-A45E-6D52B070DBA1"
"NERC","NE/P021107/1","Research Grant","Policy Influence","Plymouth Marine Laboratory","Plymouth Marine Lab","Austen","Melanie","http://orcid.org/0000-0001-8133-0498","Strategic Priorities Fund: Sustainable Management of Marine Resources Member of Strategic Advisory Group","Participation in a advisory committee",,"National",,,"5e677bb708f983.39841729","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e677bb708f983.39841729&grantRef=NE%2FP021107%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/P021107/1","27F06A49-93A7-4EDE-B49E-6082E197DE2D","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","EEF9EA95-341D-48C2-8A68-B838D35497C8","139942FB-1283-49AA-873B-5A6C4E2FD27C"
"EPSRC","EP/T015411/1","Research Grant","Policy Influence","University of East Anglia","Norwich Business School","Lettice","Fiona","","Family Literacy: Workshop of the Family Literacy, Indigenous Learning and Sustainable Development Project","Influenced training of practitioners or researchers",,"National",,,"6220e49e3290e5.98670581","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6220e49e3290e5.98670581&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"EPSRC","EP/S018603/1","Fellowship","Policy Influence","University of Oxford","Oxford Chemistry","Williams","Charlotte","","'Science to enable sustainable plastics', White paper from the 8th Chemical Sciences and Society Summit","Implementation circular/rapid advice/letter to e.g. Ministry of Health",,"Multiple continents/international",,"https://www.rsc.org/new-perspectives/sustainability/progressive-plastics/","6040ef2bb633a6.28301109","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6040ef2bb633a6.28301109&grantRef=EP%2FS018603%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/S018603/1","547970A2-FBCA-49B2-9AEC-9E725042394E","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","92B64E72-A0B4-41B8-A981-67E32B92BF7D"
"NERC","NE/R000107/1","Research Grant","Policy Influence","NERC British Antarctic Survey","Science Programmes","Vaughan","David","http://orcid.org/0000-0002-9065-0570","Evidence-based recommendations for sustainable penguin egg harvests on Tristan da Cunha","Implementation circular/rapid advice/letter to e.g. Ministry of Health",,"South America","Evidence-based recommendations for sustainable penguin egg harvests on Tristan da Cunha
Norman Ratcliffe to Tristan Island Council",,"5c79739b7e07f4.32462220","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5c79739b7e07f4.32462220&grantRef=NE%2FR000107%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/R000107/1","F77F42A3-BEEC-4FEA-9E74-98FDA596C86B","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","21CFC584-0BCD-450C-B2C1-EFF574194DBF","EFB635B0-ED3C-429D-AD8D-1E1692D715C0"
"EPSRC","EP/N017064/1","Research Grant","Policy Influence","University of Oxford","Environmental Change Institute SoGE","Hall","Jim","http://orcid.org/0000-0002-2024-9191","4th UN Environment Assembly Resolution on Sustainable Infrastructure. (11/03/2019 to 15/03/2019)","Participation in a advisory committee",,"Multiple continents/international","? Outputs &amp; outcomes:
The resolution points to the centrality of infrastructure to the SDGs and the broader 2030 Agenda for Sustainable Development. Among other things, it calls upon Member States to strengthen national and regional systems-level strategic approaches to infrastructure planning and requests that UN Environment, its partners, and other stakeholders support Member States' efforts. It also requests that UN Environment prepare a compilation report for the next UNEA of relevant best practices and knowledge gaps, and asks that Member States share such information with each other.
Rowan Palmer (Programme Specialist, Economic and Fiscal Policy Unit, Economy Division, South-South Cooperation Unit, Policy and Programme Division) states &quot;This resolution provides a strong mandate to continue our work.&quot;, referring to the UN Environment Sustainable Infrastructure partnership (26/02/2019) which recognises the work of the ITRC.

Link: https://sdg.iisd.org/events/fourth-session-of-the-un-environment-assembly-unea-4/

External participants:
? UN Environment Assembly
? Rowan Palmer; Programme Specialist, Economic and Fiscal Policy Unit, Economy Division, South-South Cooperation Unit, Policy and Programme Division

Internal participants:
ITRC Group","https://sdg.iisd.org/events/fourth-session-of-the-un-environment-assembly-unea-4/","5cdec533743195.30193904","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5cdec533743195.30193904&grantRef=EP%2FN017064%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/N017064/1","55486ADB-5882-4A5B-AAE7-B981CC91A4BB","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","87375C3E-B225-4673-97F3-11C566ED0D4F"
"ESRC","ES/S012257/1","Research Grant","Policy Influence","Cardiff University","Sch of Psychology","Whitmarsh","Lorraine","","Presented findings from UK HE sustainable business travel review to the FSE business travel working group","Contribution to new or Improved professional practice",,"National",,,"621f7961848564.10662978","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=621f7961848564.10662978&grantRef=ES%2FS012257%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/S012257/1","8A482C42-D021-4C9B-9997-A2A0D268001E","924BE15C-91F2-4AAD-941A-3F338324B6AE","9C10D78F-6430-4CA7-9528-B96B0762A4C6","CA804527-F81E-4D4E-9E42-0A16805FA9D2"
"EPSRC","EP/S012079/1","Research Grant","Policy Influence","University of Glasgow","School of Engineering","Anderson","Anne","","Contributed guidance to the University of Glasgow Sustainable Business Travel Guidance","Membership of a guideline committee",,"Local/Municipal/Regional","Guidance and contributions from visNET and visNET researchers was included in the development of new initiatives and encouragement to reduce business travel","https://glasgowcityofscienceandinnovation.com/university-of-glasgow-unveils-plan-to-cut-business-travel-carbon-emissions/","604a340aa1e249.88607425","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=604a340aa1e249.88607425&grantRef=EP%2FS012079%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/S012079/1","175F350C-68FE-4064-BDC6-A839C8AE5FFE","798CB33D-C79E-4578-83F2-72606407192C","AE58F21F-3622-4382-97BB-1359BD183E9F","07A861D1-7DB5-4557-B373-6DD41DEE102B"
"NERC","NE/N005996/1","Research Grant","Policy Influence","Imperial College London","Life Sciences","O'Gorman","Eoin","http://orcid.org/0000-0003-4507-5690","New Strategies to Sustainable Fisheries Management: A Case Study of Atlantic salmon","Implementation circular/rapid advice/letter to e.g. Ministry of Health",,"Multiple continents/international",,,"6230519a54b2d3.43037398","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6230519a54b2d3.43037398&grantRef=NE%2FN005996%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N005996/1","B6F52D4A-A546-4D13-9574-ED5E4B52A0F6","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","46387D84-F71E-4B7D-8C7D-9C288F113510","D6CE749C-321D-40BB-BEE1-F75E0DA20F62"
"BBSRC","BBS/E/C/000I0310","Intramural","Policy Influence","Rothamsted Research","Unlisted","Haefele","Stephan","http://orcid.org/0000-0003-0389-8373","Lecture to university of Exeter Masters students (Sustainable agriculture) entitled microbial populations in silage production.","Influenced training of practitioners or researchers",,"Local/Municipal/Regional",,,"5c77ba4b27e6b8.90485428","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5c77ba4b27e6b8.90485428&grantRef=BBS%2FE%2FC%2F000I0310","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/C/000I0310","BE33E54A-77A5-4810-AB7C-C02FB20F31F0","2512EF1C-401B-4222-9869-A770D4C5FAC7","ACD5F1CF-266C-4CDE-A399-43DC93429CF9","D85D728C-85FE-4060-A49A-06FFEC588534"
"ESRC","ES/L011921/1","Research Grant","Policy Influence","University of Glasgow","School of Social & Political Sciences","Bailey","Nick","","Membership of BSI Committee SDS/2: Smart and sustainable cities and communities","Membership of a guideline committee",,"National","UBDC Senior IT &amp; Data Services Manager, Dr Andrew McHugh, is a member of this BSI committee, whose work makes a contribution to development of standards informing city development including quality of life indicators for cities and exploring resolution of issues associated with widespread adoption of big data.","https://standardsdevelopment.bsigroup.com/committees/50267187","5aa43c4986f5c3.52763000","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5aa43c4986f5c3.52763000&grantRef=ES%2FL011921%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/L011921/1","32CCB78C-6056-4F47-B675-E8B721D9683B","924BE15C-91F2-4AAD-941A-3F338324B6AE","AE58F21F-3622-4382-97BB-1359BD183E9F","55EDE995-6356-4E87-B6B7-7D2DC1024760"
"BBSRC","BB/N004442/1","Research Grant","Policy Influence","John Innes Centre","Crop Genetics","Nicholson","Paul","","UK Global Food Security Science Advisory Board","Participation in a advisory committee",,"Multiple continents/international",,"https://www.foodsecurity.ac.uk/","5a6089ff1b8362.81851380","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a6089ff1b8362.81851380&grantRef=BB%2FN004442%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/N004442/1","371D20F2-880D-444B-8BDD-4AF76DDA630E","2512EF1C-401B-4222-9869-A770D4C5FAC7","63A7C928-3A19-4C14-812F-370961534DAC","C0769EA6-41F2-4F1B-939C-E82E69B414A1"
"BBSRC","BBS/E/J/000C0628","Intramural","Policy Influence","John Innes Centre","Contracts Office","Uauy","Cristobal","","UK Global Food Security Science Advisory Board","Participation in a advisory committee",,"Multiple continents/international",,"https://www.foodsecurity.ac.uk/","5a6089ff1b8362.81851380","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a6089ff1b8362.81851380&grantRef=BBS%2FE%2FJ%2F000C0628","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/J/000C0628","9F847448-7E08-4883-BF9D-624E277A4069","2512EF1C-401B-4222-9869-A770D4C5FAC7","63A7C928-3A19-4C14-812F-370961534DAC","C85FD069-6D6C-43BE-9E33-7C9643E7AC90"
"BBSRC","BBS/E/J/000CA421","Intramural","Policy Influence","John Innes Centre","Contracts Office","Uauy","Cristobal","","UK Global Food Security Science Advisory Board","Participation in a advisory committee",,"Multiple continents/international",,"https://www.foodsecurity.ac.uk/","5a6089ff1b8362.81851380","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a6089ff1b8362.81851380&grantRef=BBS%2FE%2FJ%2F000CA421","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/J/000CA421","7A81B227-ACAE-4258-ACD3-BE4472F7605E","2512EF1C-401B-4222-9869-A770D4C5FAC7","63A7C928-3A19-4C14-812F-370961534DAC","C85FD069-6D6C-43BE-9E33-7C9643E7AC90"
"BBSRC","BBS/E/J/000PR9781","Intramural","Policy Influence","John Innes Centre","Contracts Office","Griffiths","Simon","","UK Global Food Security Science Advisory Board","Participation in a advisory committee",,"Multiple continents/international",,"https://www.foodsecurity.ac.uk/","5a6089ff1b8362.81851380","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a6089ff1b8362.81851380&grantRef=BBS%2FE%2FJ%2F000PR9781","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BBS/E/J/000PR9781","066FC619-D9B9-4FBB-94E7-E17FA7474244","2512EF1C-401B-4222-9869-A770D4C5FAC7","63A7C928-3A19-4C14-812F-370961534DAC","F19082DC-8F80-46C5-9B48-856FAE1FA203"
"BBSRC","BB/J012017/1","Research Grant","Policy Influence","John Innes Centre","Crop Genetics","Uauy","Cristobal","","UK Global Food Security Science Advisory Board","Participation in a advisory committee",,"Multiple continents/international",,"https://www.foodsecurity.ac.uk/","5a6089ff1b8362.81851380","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5a6089ff1b8362.81851380&grantRef=BB%2FJ012017%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=BB/J012017/1","68202EBA-51F9-4E99-AA85-EC9448210A2B","2512EF1C-401B-4222-9869-A770D4C5FAC7","63A7C928-3A19-4C14-812F-370961534DAC","C85FD069-6D6C-43BE-9E33-7C9643E7AC90"
"NERC","ncas10009","Other Grant","Policy Influence","NERC National Ctr for Atmospheric Sci",,"Sutton","Rowan","http://orcid.org/0000-0001-8345-8583","Contributing Author for the IPCC 5th Assessment Report - Chapter 11 - Sutton","Participation in advisory committee",,,"I am a Lead author of Chapter 11 of the 5th Assessment Report of the IPCC. The 5th Assessment Report will be used by a wide range of stakeholders including; Department of Energy and Climate Change; Department of Environment, Food and Rural Affairs; Department for Business, Innovation and Skills; Environment Agency; European Union; International Organisations/Committees; Parliamentary Committees; Communities",,"r-3323023964.95176846255abfa","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=r-3323023964.95176846255abfa&grantRef=ncas10009","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ncas10009","AD7ADDFF-C4C0-45B8-A99F-433708069BDE","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","2D71984D-4014-4E02-9226-1410A73D518D","0B2C1A4A-6D80-488E-A28A-23D2EB48B7B6"
"NERC","NE/K010689/1","Research Grant","Policy Influence","University of Bristol","Geographical Sciences","Johnes","Penny","http://orcid.org/0000-0003-1605-6896","Defra Water Targets Expert Advisory Group","Participation in a advisory committee",,"National","The setting of ambitious targets for Water under the Environment Bill will lead to improvements in environmental and human health and wellbeing, and moves towards a circular economy and reduced environmental impact of human activity. These will be realised if sufficient level of ambition is adopted in the targets, allowing progress towards meeting the ambitions in the Government's Environment Bill and 25 Year Environment Plan.","https://www.gov.uk/government/groups/water-targets-expert-advisory-group","6205125c196ee5.16725311","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6205125c196ee5.16725311&grantRef=NE%2FK010689%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/K010689/1","C2E859B5-8451-42A3-8ACE-B587117C3473","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4A348A76-B2D0-4DDD-804A-CE735A6D3798","F3755C41-62CB-439D-959A-2B52F747D106"
"EPSRC","EP/P026214/1","Research Grant","Policy Influence","University of Sheffield","Mechanical Engineering","Gibbins","Jonathan","","Net Zero - Technical Report of the Committee on Climate Change Published in May 2019, used evidence provided by modelling carried out by Imperial College related to decarbonisation of heat and transport sectors","Gave evidence to a government review",,"National","The CCC technical report accompanies the 'Net Zero' advice and recommendation to the UK Government and Devolved Administrations on the date for a net- zero emissions target in the UK and revised long-term targets in Scotland and Wales. This report made twenty-three references to Imperial College research that provided evidence regarding decarbonisation pathways. It was demonstrated that coordinated approach and flexibility technologies may bring savings of more that 10bn/year.","https://www.theccc.org.uk/publication/analysis-of-alternative-uk-heat-decarbonisation-pathways/","5e64b223b30c39.43575222","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e64b223b30c39.43575222&grantRef=EP%2FP026214%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/P026214/1","149A3749-524D-4070-9AF2-979AB7EA5CEE","798CB33D-C79E-4578-83F2-72606407192C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","2DA15EF0-6300-4D75-BF93-17D7432E6AD4"
"NERC","NE/N018656/1","Research Grant","Policy Influence","Imperial College London","Department of Chemical Engineering","Hawkes","Adam","","Net Zero - Technical Report of the Committee on Climate Change Published in May 2019, used evidence provided by modelling carried out by Imperial College related to decarbonisation of heat and transport sectors","Gave evidence to a government review",,"National","The CCC technical report accompanies the 'Net Zero' advice and recommendation to the UK Government and Devolved Administrations on the date for a net- zero emissions target in the UK and revised long-term targets in Scotland and Wales. This report made twenty-three references to Imperial College research that provided evidence regarding decarbonisation pathways. It was demonstrated that coordinated approach and flexibility technologies may bring savings of more that 10bn/year.","https://www.theccc.org.uk/publication/analysis-of-alternative-uk-heat-decarbonisation-pathways/","5e64b223b30c39.43575222","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=5e64b223b30c39.43575222&grantRef=NE%2FN018656%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=NE/N018656/1","36F95004-BD23-4996-9CC6-6CE2995ADC09","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","46387D84-F71E-4B7D-8C7D-9C288F113510","C0C316FD-7DF8-4597-AE2A-8F8D0D1A9EA4"
"EPSRC","EP/G060843/1","Research Grant","Policy Influence","Durham University","Geography","Curtis","Sarah","http://orcid.org/0000-0003-4982-373X","Public Health England and NHS Sustianable Development Unit guidance for extreme weather events","Citation in other policy documents",,"National","This guidance note cites as a demonstration case study the way that Wessex County Council has used the BIOPICCC approach to enhance preparedness for extreme weather in the health and social care sector.

The guidance module reflects participation be the BIOPICCC team in policy development meetings with the NHS SDU and PHE .","http://www.sduhealth.org.uk/areas-of-focus/community-resilience.aspx","545f101c27ef73.22528327","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=545f101c27ef73.22528327&grantRef=EP%2FG060843%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/G060843/1","9B1F0DF0-81E1-4499-B452-16378462FB12","798CB33D-C79E-4578-83F2-72606407192C","46B41008-0EB4-4E28-BBFB-E98366999EC5","C3A18422-5E22-4642-93F0-F202F65D8B70"
"ESRC","ES/P011500/1","Research Grant","Policy Influence","World Conservation Monitoring Ctr WCMC","Science Unit","Burgess","Neil","http://orcid.org/0000-0003-2291-4535","Review of and citation in UNEP INTERNATIONAL GOOD PRACTICE PRINCIPLES FOR SUSTAINABLE INFRASTRUCTURE","Participation in a advisory committee",,"Multiple continents/international","UNEP has published the International Good Practice Principles for Sustainable Infrastructure. This is the result of a long consultation and a response to a UN resolution on sustainable infrastructure done in 2019. The DCP project has contributed to this in two ways: Extensive review and comments provided and citations of DCP included.",,"6048ad01a7cf02.95782044","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=6048ad01a7cf02.95782044&grantRef=ES%2FP011500%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=ES/P011500/1","049E08E9-F787-4E2A-B3EF-188E0F6BA3EC","924BE15C-91F2-4AAD-941A-3F338324B6AE","A6506354-2A10-47E9-B0DF-5AC4EDDD4C97","CD0A92C9-887B-4968-AA9E-B62C4DBFE28D"
"EPSRC","EP/K011839/1","Research Grant","Policy Influence","University College London","Bartlett Sch of Env, Energy & Resources","Oreszczyn","Tadj","","Westminster Sustainable Business Forum briefing to parliamentarians on the Building Performance Gap","Participation in a advisory committee",,"National",,"http://www.policyconnect.org.uk/wsbf/events/assessing-building-performance-gap-accuracy-epcs","58c7d7184a4475.59116064","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=58c7d7184a4475.59116064&grantRef=EP%2FK011839%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/K011839/1","5BB37893-429E-45DF-A3B9-351CEDDA3FB5","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","6B0235E5-CE57-4934-B386-7B9B98BD9E5F"
"EPSRC","EP/T015411/1","Research Grant","Policy Influence","University of East Anglia","Norwich Business School","Lettice","Fiona","","Sustainable Food Systems: Food Science and Technology Module at KISS University, India","Influenced training of practitioners or researchers",,"National",,,"622b25f18b1653.98242756","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=622b25f18b1653.98242756&grantRef=EP%2FT015411%2F1","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=EP/T015411/1","639EC3B0-2691-4FC6-9A70-6E64D953F9E4","798CB33D-C79E-4578-83F2-72606407192C","88C5F7F9-8DCC-41C9-BC4F-F37DA01075C7","3BB0E0EE-0E97-40E2-A21B-A9EE0F702453"
"NERC","pml010009","Other Grant","Policy Influence","Plymouth Marine Laboratory",,"Allen","Icarus","","Rio+20 United Nations Conference on Sustainable Development, in Rio de Janeiro, Brazil","Participation in advisory committee",,"Multiple continents/international",,,"r-877720341.903828562548842","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=r-877720341.903828562548842&grantRef=pml010009","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=pml010009","948A5562-6BE1-48FE-B392-64D39C010339","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","EEF9EA95-341D-48C2-8A68-B838D35497C8","7300F58C-5309-42D5-A146-F806C5FA7814"
"NERC","pml010005","Other Grant","Policy Influence","Plymouth Marine Laboratory",,"Austen","Melanie","http://orcid.org/0000-0001-8133-0498","Rio+20 United Nations Conference on Sustainable Development, in Rio de Janeiro, Brazil","Participation in advisory committee",,"Multiple continents/international",,,"r-877720341.903828562548842","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/resources/outcome.html#?type=policyinfluence&outcomeId=r-877720341.903828562548842&grantRef=pml010005","http://internal-gtr-tomcat-alb-611010599.eu-west-2.elb.amazonaws.com:8080/gtr.portal/projects?ref=pml010005","92620BAD-86BA-42E8-A65A-6620827F1B74","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","EEF9EA95-341D-48C2-8A68-B838D35497C8","139942FB-1283-49AA-873B-5A6C4E2FD27C"
